,meme_id,plantilla,texto_no_tilde,text_1,text_2
42,004,Bad Luck Brian,se va todo contento para el karaoke el perro le roba los 16 chorizos,se va todo contento para el karaoke el perro, le roba los 16 chorizos
43,011,Problems,cuando me doy cuenta que perdi mucho tiempo por estar en fbb y no hice nada en todo el dia,cuando me doy cuenta que perdi mucho tiempo por estar en fbb, y no hice nada en todo el dia
144,003,Ay Si,ay si ay si estaba en sesion de coaching,ay si ay si, estaba en sesion de coaching
207,003,Ay Si,Ay si ay si Ahora todos se enferman por mi culpa,Ay si ay si, Ahora todos se enferman por mi culpa
216,003,Ay Si,"Ay si, ay si Llegue tarde porque aldo no me abrio la puerta",Ay si ay si, Llegue tarde porque aldo no me abrio la puerta
253,004,Bad Luck Brian,se posiciona como mujer le da cancer de prostata,se posiciona como mujer, le da cancer de prostata
352,003,Ay Si,ay si siempre yo,ay si, siempre yo
385,006,Filosoraptor,cuando el profesor samuel te pide el deber ¿que deber?,cuando el profesor samuel te pide el deber ,¿que deber?
405,004,Bad Luck Brian,Porfin se va a casar lo entierran en la luna de miel,Porfin se va a casar, lo entierran en la luna de miel
418,004,Bad Luck Brian,Por fin lo retan Y despues se va de vacaciones,Por fin, lo retan Y despues se va de vacaciones
431,012,Willy Wonka,Huevin dime que se siente Cuando ase una de tus chepiadas,Huevin ,dime que se siente Cuando ase una de tus chepiadas
434,004,Bad Luck Brian,Quiere crear contenido propio en YOUTUBE se copia de sasel,Quiere crear contenido propio en YOUTUBE, se copia de sasel
555,011,Problems,Llorare como una niña Permiso y gracias por su atencion,Llorare como una niña Permiso, y gracias por su atencion
570,011,Problems,when eres julia simon y bernifoll te folla,when eres julia simon, y bernifoll te folla
650,004,Bad Luck Brian,me pidio la clave el anuncio y se la di,me pidio la clave el anuncio y, se la di
685,012,Willy Wonka,Y dime Ana %C2%BFLo pasaras bien%3F,Y ,dime Ana %C2%BFLo pasaras bien%3F
891,003,Ay Si,"ay si ay si le robe su amiga a gus , llamenme d",ay si ay si, le robe su amiga a gus  llamenme d
913,003,Ay Si,Ay si ay si No SHOTS!,Ay si ay si, No SHOTS!
945,003,Ay Si,acabe el racismo ay si ay si,acabe el racismo ay si ay si,
1032,011,Problems,cuando legalisan  el consumode droga y tu. . .,cuando legalisan  el consumode droga, y tu. . .
1078,006,Filosoraptor,Si los tres poderes son independientes... ¿Porque solo hay presos politicos populistas?,Si los tres poderes son independientes... ,¿Porque solo hay presos politicos populistas?
1130,008,Matias Prats,con las ultimas noticias ...fuera de aca pobres,con las ultimas noticias, ...fuera de aca pobres
1178,006,Filosoraptor,"¿Si una particula tiene energia, es porque ha dormido bien?",,¿Si una particula tiene energia es porque ha dormido bien?
1264,008,Matias Prats,ultima hora wilmer topo perdio 10 materias,ultima hora, wilmer topo perdio 10 materias
1281,011,Problems,utilice atp y nadph para reducirme a pgal,utilice atp, y nadph para reducirme a pgal
1337,007,Futurama Fry,me cruce con ese y tiene la cara roja como si le hubiesen radiado o algo asi,me cruce con ese y tiene la cara roja como si le hubiesen radiado, o algo asi
1421,003,Ay Si,Ay si ay si No los matamos,Ay si ay si, No los matamos
1462,004,Bad Luck Brian,Nunca cocina Cuando lo hace no comen,Nunca cocina Cuando, lo hace no comen
1478,012,Willy Wonka,cuentame mas sobre tu empaque de melcocha sin sentido,,cuentame mas sobre tu empaque de melcocha sin sentido
1506,003,Ay Si,"Uy si, uy si Todos menos mi Chile",Uy si uy si, Todos menos mi Chile
1588,003,Ay Si,Ay si ay si No celebro Halloween pero voy a Lips y me pongo hasta atras en guaro,Ay si ay si, No celebro Halloween pero voy a Lips y me pongo hasta atras en guaro
1596,012,Willy Wonka,dime joel que se siente ser el mas galan de fca,,dime joel que se siente ser el mas galan de fca
1601,012,Willy Wonka,dime joel que se siente saber que las mujeres se pelean por ti,,dime joel que se siente saber que las mujeres se pelean por ti
1607,003,Ay Si,"ay si, ay si pido yogurt con granola y ya soy el chico light",ay si ay si, pido yogurt con granola y ya soy el chico light
1615,012,Willy Wonka,asi que comes yogurth con granola? dime que se siente pesar mas de 100 kilos,asi que comes yogurth con granola? ,dime que se siente pesar mas de 100 kilos
1716,003,Ay Si,Ay si ay si cumplo el 16 de noviembre Y despues no digan que no te avisamos,Ay si ay si, cumplo el 16 de noviembre Y despues no digan que no te avisamos
1756,004,Bad Luck Brian,Tiene la casa sola no le dejan las llaves,Tiene la casa sola no, le dejan las llaves
1814,005,Disaster Girl,Mis vecinos decian que odiaban el anime decian......,Mis vecinos decian que odiaban el anime ,decian......
1848,004,Bad Luck Brian,A Josemi le gustan los trabucos Y Ami me gusta josemi,A Josemi, le gustan los trabucos Y Ami me gusta josemi
1917,006,Filosoraptor,Silos ignorantes votan por los izquierdistas ENTONCES..¿AL IZQUIERDISMO LE CONVIENE QUE TODOS SEAMOS IGNORANTES ?,Silos ignorantes votan por los izquierdistas ENTONCES..,¿AL IZQUIERDISMO LE CONVIENE QUE TODOS SEAMOS IGNORANTES ?
1944,006,Filosoraptor,si a la izquierda le conviene que haya un equilibrio entonces...¿como los ayudaran?,si a la izquierda le conviene que haya un equilibrio entonces...,¿como los ayudaran?
1993,004,Bad Luck Brian,por fin  entre los 20 mejores equipos del mundo lo van a desafiliar por la ley oviedo,por fin  entre los 20 mejores equipos del mundo, lo van a desafiliar por la ley oviedo
2055,003,Ay Si,Ay si ay si nos llevas tres en fila,Ay si ay si, nos llevas tres en fila
2068,003,Ay Si,ay si la nena se resintio,ay si, la nena se resintio
2071,011,Problems,La cara de tus alumnos cuando te emocionas con la clase y ya es recreo,La cara de tus alumnos cuando te emocionas con la clase, y ya es recreo
2123,003,Ay Si,Uy si uy si Para mantenerme fit,Uy si uy si, Para mantenerme fit
2170,007,Futurama Fry,Cuando te vea te voy a robar un beso Se va a dejar o que!!,Cuando te vea te voy a robar un beso Se va a dejar, o que!!
2195,006,Filosoraptor,If males like lesbian porn ¿Do females like gay porn?,If males like lesbian porn ,¿Do females like gay porn?
2198,006,Filosoraptor,Si me golpeo a mi mismo y me duele ¿Soy muy fuerte o muy debil?,Si me golpeo a mi mismo y me duele ,¿Soy muy fuerte o muy debil?
2259,003,Ay Si,Ay si ay si estamos todos en canada,Ay si ay si, estamos todos en canada
2308,004,Bad Luck Brian,Se hace de gremio por un dia Y pierde y se tiene que guardar los memes,Se hace de gremio por un dia Y pierde y, se tiene que guardar los memes
2338,013,Yao Wonka,Y tu dime ... que se siente querer que el estado nos estafe,Y tu ,dime ... que se siente querer que el estado nos estafe
2369,006,Filosoraptor,"si los testigos subiesen al pueblo... ¿dios le abriria la puerta, o tambien se esconderia?",si los testigos subiesen al pueblo... ,¿dios le abriria la puerta o tambien se esconderia?
2371,008,Matias Prats,de ultima hora..la AEROLÍNEA tame denuncia a piloto por estar en la nubes,de ultima hora,..la AEROLÍNEA tame denuncia a piloto por estar en la nubes
2395,011,Problems,Era el mejor en memes Hasta q llego el bolo y me destrozo esta noche,Era el mejor en memes Hasta q llego el bolo, y me destrozo esta noche
2399,003,Ay Si,Ay si ay si perdimos una batalla pero no la guerra Pero llevan tres batallas perdidas para cuando van a ganar la guerra,Ay si ay si, perdimos una batalla pero no la guerra Pero llevan tres batallas perdidas para cuando van a ganar la guerra
2447,003,Ay Si,Ay si ay si,Ay si ay si,
2448,003,Ay Si,Ay si ay si Los cotizados!!!!!,Ay si ay si, Los cotizados!!!!!
2449,003,Ay Si,Ay si ay si Los cotizados de la 149!!!!!,Ay si ay si, Los cotizados de la 149!!!!!
2457,012,Willy Wonka,Pero dime frank Ya les dijisteis a tu papa que eres gay,Pero ,dime frank Ya les dijisteis a tu papa que eres gay
2474,006,Filosoraptor,si mascan chicle ¿es para disimular el aliento a platano?,si mascan chicle ,¿es para disimular el aliento a platano?
2478,003,Ay Si,Ay si ay si haciendo espagueti,Ay si ay si, haciendo espagueti
2533,003,Ay Si,ay si ay si soy doctorando,ay si ay si, soy doctorando
2559,004,Bad Luck Brian,tiene dia libre y se despierta a las 7:30,tiene dia libre y, se despierta a las 7:30
2603,005,Disaster Girl,mi mama me decia gordo me decia...,mi mama me decia gordo me ,decia...
2628,003,Ay Si,ay si ya me acuerdo,ay si, ya me acuerdo
2697,003,Ay Si,Hay si hoy cumplen años las brujas Jaja,Hay si, hoy cumplen años las brujas Jaja
2758,003,Ay Si,"Ay si, ay si El trafico",Ay si ay si, El trafico
2812,004,Bad Luck Brian,"fin de mes,fin de semana largo le pagan el 7",fin de mesfin de semana largo, le pagan el 7
2870,004,Bad Luck Brian,Se vive quejando del perro Llora cuando se lo regalan a una vecina,Se vive quejando del perro Llora cuando, se lo regalan a una vecina
2924,003,Ay Si,ay si como no...,ay si, como no...
3001,012,Willy Wonka,"Y dime querida, Que se siente revisar el cel de tu novio Y saber de mi ? JAJAJAJ",Y ,dime querida Que se siente revisar el cel de tu novio Y saber de mi ? JAJAJAJ
3004,004,Bad Luck Brian,Administra un grupo de doblaje 80% de los actores le caen mal y evita su trabajo,Administra un grupo de doblaje 80% de los actores, le caen mal y evita su trabajo
3012,003,Ay Si,Huy si patron magaña Aplaque a emmanuel,Huy si, patron magaña Aplaque a emmanuel
3038,004,Bad Luck Brian,se dice feminista y en contra de la explotacion de la mujer se ofrece como candidata a reina,se dice feminista y en contra de la explotacion de la mujer, se ofrece como candidata a reina
3069,008,Matias Prats,noticias de ultima hora felicidades cuñaooo,noticias de ultima hora, felicidades cuñaooo
3088,008,Matias Prats,noticias de ultima hora felicidades victor,noticias de ultima hora, felicidades victor
3119,012,Willy Wonka,asi que aparecio el jugo dime que sientes al saber que nadie se lo llevo?,asi que aparecio el jugo ,dime que sientes al saber que nadie se lo llevo?
3122,012,Willy Wonka,asi que tu eres el fotosistema ii? cuentame que se siente absorver la luz a 700NM CON TANTA EFECTIVIDAD?,asi que tu eres el fotosistema ii? ,cuentame que se siente absorver la luz a 700NM CON TANTA EFECTIVIDAD?
3125,012,Willy Wonka,y dime que se siente estar en plan de hueveo,y ,dime que se siente estar en plan de hueveo
3142,006,Filosoraptor,Nos suspendieron el semestre ¿Sera que el concejo  academico nos tiene miedo?,Nos suspendieron el semestre ,¿Sera que el concejo  academico nos tiene miedo?
3261,006,Filosoraptor,soy de region ¿puedo comprar geri cukis?,soy de region ,¿puedo comprar geri cukis?
3319,003,Ay Si,Ay si ay si Vieja cojuda,Ay si ay si, Vieja cojuda
3323,007,Futurama Fry,No se si soy solo un dato o un trabajador,No se si soy solo un dato, o un trabajador
3335,007,Futurama Fry,No se si considerarme un trabajador o solo un dato,No se si considerarme un trabajador, o solo un dato
3354,004,Bad Luck Brian,Falta todo el semestre... Pero aun le quedan 5 administrativos XD,Falta todo el semestre... Pero aun, le quedan 5 administrativos XD
3368,011,Problems,cuando escribo para preguntar si esta todo bien y nadie contesta...,cuando escribo para preguntar si esta todo bien, y nadie contesta...
3400,003,Ay Si,Ay si ay si es que me voy de viaje,Ay si ay si, es que me voy de viaje
3404,003,Ay Si,Ay si ay si me compre un auto,Ay si ay si, me compre un auto
3405,003,Ay Si,Ay si ay si me compre un auto,Ay si ay si, me compre un auto
3432,003,Ay Si,Ay si ay si! Doy like cuando critican a otros partidos. Pero me encabrono cuando critican a Morena o al pejelagarto,Ay si ay si,! Doy like cuando critican a otros partidos. Pero me encabrono cuando critican a Morena o al pejelagarto
3454,003,Ay Si,"Ay si,  ay si",Ay si  ay si,
3473,011,Problems,A veces quisiera dejar de beber moscatell Pero luego recuerdo que soy alcoholica castañera y se me.pasa,A veces quisiera dejar de beber moscatell Pero luego recuerdo que soy alcoholica castañera, y se me.pasa
3509,003,Ay Si,Hay si Soy exclusiva,Hay si, Soy exclusiva
3520,011,Problems,"solo me dijo qie hiba por el carton de huevos, y hoy me di cuenta que se fue en la caravana",solo me dijo qie hiba por el carton de huevos, y hoy me di cuenta que se fue en la caravana
3584,003,Ay Si,Hay si te andas de malas por que chocaste el carro,Hay si, te andas de malas por que chocaste el carro
3586,003,Ay Si,Hay si chocaste el carro por pendeja,Hay si, chocaste el carro por pendeja
3588,003,Ay Si,Hay si Anselmo te crees por que Irenes cabezas de chayote,Hay si, Anselmo te crees por que Irenes cabezas de chayote
3589,003,Ay Si,Hay si Anselmo te crees por que Tienes cabeza de chayote,Hay si, Anselmo te crees por que Tienes cabeza de chayote
3593,003,Ay Si,Hay si Irving te crees por que eres jota con chorro,Hay si, Irving te crees por que eres jota con chorro
3604,007,Futurama Fry,no se si todo esta caro o yo soy muy pobre,no se si todo esta caro, o yo soy muy pobre
3650,003,Ay Si,Ay si..ay si viste pelado Que botoncito es el gati,Ay si..ay si, viste pelado Que botoncito es el gati
3726,011,Problems,Cuando ves a Kiru y gon en la invasion Podemos ver un abrazo entre estos nenes?,Cuando ves a Kiru, y gon en la invasion Podemos ver un abrazo entre estos nenes?
3752,011,Problems,Dijo que 15 dias  No me dolia mas.llevo dos meses de spinning y solo puedo caminar en cuatro patas,Dijo que 15 dias  No me dolia mas.llevo dos meses de spinning, y solo puedo caminar en cuatro patas
3817,011,Problems,Cuando viste dos clases y te das cuenta de que se homologaban,Cuando viste dos clases, y te das cuenta de que se homologaban
