,meme_id,plantilla,texto_no_tilde,text_1,text_2
2,007,Futurama Fry,cuando te das cuenta que no tienes amigos,None,None
5,012,Willy Wonka,Asi que andas vendiendo todo para ir de patechucho,None,None
6,012,Willy Wonka,Y DIME!!! Q SE SIENTE ESTAR LEVANTADA DESDE TAMPRANO??,None,None
10,003,Ay Si,ok ok no me pegues,None,None
11,012,Willy Wonka,Mision imposible,None,None
19,001,Ancient Aliens,te falto un poco de piña... pero buen proyecto,None,None
21,010,Prepare Yourself,preparaos Ajedrez Latinoamericano y CCM Lichess Arena is Coming,None,None
25,007,Futurama Fry,ole creo q esa es tu mama,None,None
26,003,Ay Si,Por 30 pesos de una libreta de firmas soy hambriado Para el hotel el hambriado no era yo y menos en servicio,None,None
28,001,Ancient Aliens,la fase independiente de la luz se realiza en el estroma y la fase dependiente de la luz en los tilacoides,None,None
32,003,Ay Si,Ahi gano el pueblo,None,None
33,004,Bad Luck Brian,QUIERE LA PAZ E INSULTA A LOS QUE VOTARON POR EL NO,None,None
37,004,Bad Luck Brian,"""esta es la unica votacion que me importa por eso esta vez si voy a votar"" PIerde",None,None
44,006,Filosoraptor,si gano el no el centro demoniatico se pegara ala mermelada   castro chavista,None,None
45,012,Willy Wonka,Busco a beatriz,None,None
49,008,Matias Prats,"en noticias mas importantes... profe piña dice que va a apoyar con puntos extras los que entreguen el proyecto desde antes, asi que, no salgan de sus casas y cuidense",None,None
52,012,Willy Wonka,y.como para que sera,None,None
55,001,Ancient Aliens,Sirveme algo haci,None,None
61,001,Ancient Aliens,santiago tienen el pipi asi de grande,None,None
64,001,Ancient Aliens,"El Capataz,,sigue drogado?",None,None
70,007,Futurama Fry,mmm x q la popis stara celosa d la tigeresa sera q ya anda con el fco jqjaja,None,None
75,001,Ancient Aliens,peña tienes un huevo asi de grande,None,None
88,001,Ancient Aliens,Q como estan los del cecyt? mmm Buenisimos... Att: Luz Elena,None,None
89,007,Futurama Fry,Cuando estudia en Ucateba Y no dice que es la mejor opcion a la excelencia?,None,None
93,009,No me digas,Enserio cristian,None,None
95,007,Futurama Fry,mmm sera q la tigeresa hace mejores chamvas q la popis al fco jajaja,None,None
97,009,No me digas,asi,None,None
102,007,Futurama Fry,es no es el brayan,None,None
109,004,Bad Luck Brian,Es seguidor de jesucristo y no es capaz de perdonar,None,None
112,004,Bad Luck Brian,Cuando Torres juega MC Lo mata una oveja,None,None
113,012,Willy Wonka,volviste ay como si me importara,None,None
116,001,Ancient Aliens,Dice mi amiga q estan feos los del cecyted Si supiera,None,None
156,001,Ancient Aliens,COLOMBIANOS,None,None
163,003,Ay Si,Ay si Tu  y tus tobilleras de estambre,None,None
171,003,Ay Si,"ahi si, ahi si solo tiendas gringas",None,None
183,012,Willy Wonka,¿actualizaste?,None,None
202,005,Disaster Girl,tu vengandote de tu ex la venganza es mia!!!!!!,None,None
229,005,Disaster Girl,ahora esto... se puso bueno!,None,None
232,012,Willy Wonka,Abril y mona Hermanas cola,None,None
249,005,Disaster Girl,GANAMOS asi estamos mas felices,None,None
265,009,No me digas,no me digas ..,None,None
268,004,Bad Luck Brian,va a capacitacion a la cdmx la mandan en autobus,None,None
277,003,Ay Si,ami no me preguntes un coño que yo no se nada,None,None
283,007,Futurama Fry,que ago antes de dormir? estar despierto xdxd,None,None
305,003,Ay Si,ese ya no mi problema..,None,None
307,003,Ay Si,no tengo la culpa de que tu intelecto sea cero,None,None
318,013,Yao Wonka,Ivan tu afro Es mas grande que las torres gemelas,None,None
322,003,Ay Si,Ay si itakua el mejor 100 viece 100 viece,None,None
327,005,Disaster Girl,Levanten la mano Si saben por que se va leidy,None,None
331,003,Ay Si,No se,None,None
352,005,Disaster Girl,oye te llamas luis si,None,None
358,005,Disaster Girl,IF MY MOM LET ME ALONE THIS WOULD HAPPEN,None,None
361,005,Disaster Girl,if i knew the address of my teacher,None,None
362,006,Filosoraptor,Si melisa no suelta el cel A que hora ase los oficios en su casa?,None,None
363,011,Problems,Cuando te extraño John Gerlis,None,None
365,005,Disaster Girl,ACÁ ESPERANDO FUEGO,None,None
376,008,Matias Prats,ultimo minuto: se confirma la visita del papa francisco. VIENE A CONSOLAR                                         A LOS AFLIGIDOS DEL SÍ.,None,None
378,008,Matias Prats,ultimo minuto:                        se confirma                    la visita del papa francisco. VIENE A CONSOLAR                                         A LOS AFLIGIDOS DEL SÍ.,None,None
386,007,Futurama Fry,Te creere,None,None
388,010,Prepare Yourself,CC TE DAS CUENTA QUE LA FER ES UNA GRAN POETA,None,None
395,008,Matias Prats,Noticia de ultimo momento Valencia fue trolleado de una forma brutal y quedo sano,None,None
396,005,Disaster Girl,juan blanco me hablo de sus originales parecen que no guardan mugre pero si el calor,None,None
399,007,Futurama Fry,No se si estan burlandose de mi Mejor miro el celular y me hago el distraido,None,None
416,006,Filosoraptor,Si Uribe se sienta a negociar Sera tambien castrochavista?,None,None
419,010,Prepare Yourself,vendo o cambio ahi viene gafas con el niquel,None,None
422,007,Futurama Fry,Mi cara cuando me Piden una foto,None,None
424,011,Problems,Gabo me hizo bullyng Y no me di cuenta,None,None
426,007,Futurama Fry,CUANDO EL PREdICADOR te manda a decirle cosas al que tienes al lado,None,None
430,001,Ancient Aliens,Algunas de las llevan de muy cabronas con que no cualquiera tiene que ser su novio! Pero se les pasa la vida esperandolo y llegan a los 40's y cuando sienten que se les va el tren agarran al primer idiota que ven!,None,None
431,006,Filosoraptor,SI JOSIE Y LUCHO SE APELLIDAN ROMANI SERAN FAMILIA?,None,None
432,001,Ancient Aliens,Algunas de las llevan de muy cabronas diciendo que no cualquiera tiene que ser su novio... Pero entonces se les pasa la vida y llegan a los 40's todavia esperando y es cuando ven que se les va el tren agarran al primer idiota que ven...,None,None
437,005,Disaster Girl,Mi vecino canataba reggaeton ¡Cantaba!,None,None
439,009,No me digas,El hecho que hace por poco si cuenta Eso es ganar,None,None
440,001,Ancient Aliens,Solo hay una explicacion TLRIID,None,None
443,001,Ancient Aliens,davila,None,None
451,005,Disaster Girl,Mi vecino escuchaba reggaeton,None,None
454,003,Ay Si,soy osi y soy bien corajuda y que,None,None
455,001,Ancient Aliens,son asi de obesos,None,None
461,008,Matias Prats,Se acerca el chacackea del kvncito Y es prohibido faltar,None,None
462,003,Ay Si,Ya que tu dices Nos vemos el miercoles,None,None
464,012,Willy Wonka,nombe no podes pagar,None,None
481,003,Ay Si,"""no publico porque no me junan"" I.D.T.P.O wEON INJUNADOS DE TODAS PARTES OFICIAL",None,None
496,009,No me digas,la amas? si y mucho,None,None
497,013,Yao Wonka,tu cara cuando te dicen HOLA y despues hasta mañana,None,None
498,004,Bad Luck Brian,cree que esta dominando un juego pierde,None,None
504,004,Bad Luck Brian,se la pasa burlandoce del medellin hace un dim,None,None
507,007,Futurama Fry,"Como cuando el de tu equipo te pide que cambies algo en el trabajo que escribiste Si sabe escribir mejor que yo, ¿por que no lo hace el mismo?",None,None
509,011,Problems,Como cuando tienes una entrevista con la persona que cambiara tu vida pero cuando llegas a la entrevista se va al hospital,None,None
515,006,Filosoraptor,LOS DEL NO HABLARON DEL LAPICERO MAGICO ENTONCES QUIEN ROBO A QUIEN?,None,None
519,012,Willy Wonka,Con que te gustan las reliquias Dime que se siente ser indiana jones,None,None
529,004,Bad Luck Brian,Hola amigo De dragon ball z,None,None
534,001,Ancient Aliens,PEDAZOo de nucleo,None,None
538,012,Willy Wonka,Dime que se siente Ser recepcionista y operadora,None,None
539,001,Ancient Aliens,solo ahi una explicacion Malviajes,None,None
543,011,Problems,Yo al perder Un suscriptor,None,None
553,009,No me digas,Uy Dios! no me digas,None,None
556,006,Filosoraptor,Hola soy don Roberto avispon verde,None,None
557,001,Ancient Aliens,Convinado,None,None
560,006,Filosoraptor,If you are a vegetarian do you hate animals because you're eating their food?,None,None
564,003,Ay Si,Ushalala dejenlo tambien quiere contarnos su historia,None,None
567,012,Willy Wonka,"Dime, que se siente al pasarse gordo krovi Y ahora tener que hacer shadows of evil ...",None,None
568,001,Ancient Aliens,Se hacen el ultimo easter egg Ahora les hace falta el primero... tienen decimas,None,None
580,001,Ancient Aliens,No quiero decir Angular 2 Pero digo Angular 2,None,None
589,001,Ancient Aliens,Square Enix,None,None
597,003,Ay Si,Yo no ise nada,None,None
599,004,Bad Luck Brian,tghjhgjjjhg,None,None
600,008,Matias Prats,"Buenos dias, Teresa, te estaba buscando Feliz cumpleaños!!!",None,None
607,001,Ancient Aliens,cortana,None,None
611,001,Ancient Aliens,English c1.1 2016 Class? Out of this world,None,None
619,004,Bad Luck Brian,intenta hacer un trabajo su amigo no para de molestar,None,None
