,meme_id,plantilla,texto_no_tilde,text_1,text_2
9,003,Ay Si,ay si ay si  publicas feliz dia del padre. como si tu papa tuviera face para q lo vea,ay si ay si,  publicas feliz dia del padre. como si tu papa tuviera face para q lo vea
46,003,Ay Si,ay si fELICITO A MI PAPÁ POR FACE Y NI FACEBOOK TIENE,ay si, fELICITO A MI PAPÁ POR FACE Y NI FACEBOOK TIENE
49,004,Bad Luck Brian,trabaja de lunes a sabado lo asignan jurado de votacion para el domingo,trabaja de lunes a sabado, lo asignan jurado de votacion para el domingo
61,012,Willy Wonka,asi q t llamas leslie... dime q se siente ser tan inocente...,asi q t llamas leslie... ,dime q se siente ser tan inocente...
77,004,Bad Luck Brian,"le dice a los demas estupidos se lo folla el ""padre"" lexo",le dice a los demas estupidos," se lo folla el ""padre"" lexo"
78,004,Bad Luck Brian,"le dice a los demas estupidos es proyanki, y lo viola lexo",le dice a los demas estupidos es proyanki y, lo viola lexo
79,004,Bad Luck Brian,presume que se termina los mortal kombat pero siempre con los bolsillos vacios,presume que, se termina los mortal kombat pero siempre con los bolsillos vacios
125,005,Disaster Girl,ellos decian que querian mas a la corita... ¡¡decian!!/wendy,ellos decian que querian mas a la corita... ¡¡,decian!!/wendy
132,004,Bad Luck Brian,lo felicitan por el dia del padre le matan los hijos,lo felicitan por el dia del padre, le matan los hijos
143,011,Problems,snif snif los extraño todos feliz y yo enferma chingado!!,snif snif los extraño todos feliz, y yo enferma chingado!!
144,008,Matias Prats,en ultimas noticias jefferson empezo a pedejear otra vez,en ultimas noticias, jefferson empezo a pedejear otra vez
171,006,Filosoraptor,si en tu calle hay cinco 1ras comuniones ¿se nombran sucesivamente?,si en tu calle hay cinco 1ras comuniones ,¿se nombran sucesivamente?
185,008,Matias Prats,Noticia de ultima hora internet explore anuncia el mario bros,Noticia de ultima hora, internet explore anuncia el mario bros
195,003,Ay Si,ay si ay si la nadiuska durmio con su amiga y me olvido,ay si ay si, la nadiuska durmio con su amiga y me olvido
214,011,Problems,"jugaremos contra ""Costa pobre"" decian... y nos la metieron bien rica.","jugaremos contra ""Costa pobre"" decian...", y nos la metieron bien rica.
242,007,Futurama Fry,no se si tienes una carpeta de imagenes para contestar en facebook o solo lo haces por joder,no se si tienes una carpeta de imagenes para contestar en facebook, o solo lo haces por joder
245,004,Bad Luck Brian,invierte en el mercado monetario se invade el pais y pierde 12 gold,invierte en el mercado monetario, se invade el pais y pierde 12 gold
259,004,Bad Luck Brian,publica el cert. electoral le hacen fraude con la cedula,publica el cert. electoral, le hacen fraude con la cedula
271,004,Bad Luck Brian,habla de fairy tail con sus amigos nada de lo que dice pasa en el anime,habla de fairy tail con sus amigos nada de, lo que dice pasa en el anime
273,004,Bad Luck Brian,habla de fairy tail con sus amigos nada de lo que dice pasa en el manga o anime,habla de fairy tail con sus amigos nada de, lo que dice pasa en el manga o anime
289,004,Bad Luck Brian,cierra el face para siempre lo abre al dia siguiente,cierra el face para siempre, lo abre al dia siguiente
317,008,Matias Prats,informe de ultima hora Ecuador pierde como siempre,informe de ultima hora, Ecuador pierde como siempre
320,003,Ay Si,"Ay si, ay si llego el mundial y ahora todos saben de futbol",Ay si ay si, llego el mundial y ahora todos saben de futbol
336,012,Willy Wonka,aSÍ QUE VISTE Dragon ball z dime que se siente ver uno de los mejores animes de la vida,aSÍ QUE VISTE Dragon ball z ,dime que se siente ver uno de los mejores animes de la vida
339,007,Futurama Fry,no se si eres  hermosaaaa <3 <3 <3  o  perfectaaaa :3 :3 :3,no se si eres  hermosaaaa <3 <3 <3 , o  perfectaaaa :3 :3 :3
343,012,Willy Wonka,Asi que te burlaste del Atletico madrid amigo ecuatoriano cuentame que se siente perder en el ultimo minuto,Asi que te burlaste del Atletico madrid amigo ecuatoriano ,cuentame que se siente perder en el ultimo minuto
351,007,Futurama Fry,no se   si eres  hermosaaa o   preciosaaaaa :3 :3 :3,no se   si eres  hermosaaa, o   preciosaaaaa :3 :3 :3
391,007,Futurama Fry,nose si es caña o sueño,nose si es caña, o sueño
397,012,Willy Wonka,"asi que no hiciste nada  dime, que se siente que te excluyan en una evaluacion grupal",asi que no hiciste nada  ,dime que se siente que te excluyan en una evaluacion grupal
408,007,Futurama Fry,nO se si me esta tirando los trastos o me tira la caja de herramientas entera,nO se si me esta tirando los trastos, o me tira la caja de herramientas entera
413,003,Ay Si,hay si tu el proximo nos recuperamos,hay si, tu el proximo nos recuperamos
434,004,Bad Luck Brian,mi papa es sexi  no lo creo,mi papa es sexi  no, lo creo
436,006,Filosoraptor,cuando un gusano muere ¿tambien se engusana?,cuando un gusano muere ,¿tambien se engusana?
449,008,Matias Prats,y en las ultimas noticias ecuador perdio y los ecuatorianos le sacan la chucha a los suizos,y en las ultimas noticias, ecuador perdio y los ecuatorianos le sacan la chucha a los suizos
457,003,Ay Si,uy si uy si julio es un machote,uy si uy si, julio es un machote
482,003,Ay Si,"ay si, ay si critica la abstencion y no sale a votar y despues se queja",ay si ay si, critica la abstencion y no sale a votar y despues se queja
489,007,Futurama Fry,nose si Ecuador  es malo o se dejjo ganar..?,nose si Ecuador  es malo, o se dejjo ganar..?
493,007,Futurama Fry,nose si Ecuador  es malo o se dejo ganar..?,nose si Ecuador  es malo, o se dejo ganar..?
514,003,Ay Si,ay si y despues que llo soy bipolar  como si tu no me negaras,ay si, y despues que llo soy bipolar  como si tu no me negaras
527,003,Ay Si,ay si ay cuidado con el gulag,ay si, ay cuidado con el gulag
530,003,Ay Si,ay si ay si cuidado con el gulag,ay si ay si, cuidado con el gulag
538,003,Ay Si,Ayy si ay sii Que cHurra salgo,Ayy si ay si,i Que cHurra salgo
546,003,Ay Si,"ay si, ay si ahora todos saben y ven futbol",ay si ay si, ahora todos saben y ven futbol
555,003,Ay Si,Uy si uy si soy francesa,Uy si uy si, soy francesa
559,003,Ay Si,ay si ay si  no me manda el url y se cree malo,ay si ay si,  no me manda el url y se cree malo
572,003,Ay Si,ay si ay si ustedes y sus carros comprados con spb,ay si ay si, ustedes y sus carros comprados con spb
579,006,Filosoraptor,si juanito que es abogado se enloquece ¿pierde el juicio?,si juanito que es abogado se enloquece ,¿pierde el juicio?
580,012,Willy Wonka,dime que se siente no poder superar a tu ex,,dime que se siente no poder superar a tu ex
589,008,Matias Prats,noticias de ultima hora  lau patricia saenz esta loca y feaaa,noticias de ultima hora,  lau patricia saenz esta loca y feaaa
591,011,Problems,pensar en que trabajo social estoy haciendo  y recordar que estoy rehabilitando a los chirris de novios que tengo,pensar en que trabajo social estoy haciendo , y recordar que estoy rehabilitando a los chirris de novios que tengo
595,006,Filosoraptor,"si no perdimos ni por culpa de banguera, ni de dominguez entonces, ¿como fue que perdimos?",si no perdimos ni por culpa de banguera ni de dominguez entonces ,¿como fue que perdimos?
598,012,Willy Wonka,veo que la estas pasando bomba ahora dime detras del fotografo habia un fantasma ?,veo que la estas pasando bomba ahora ,dime detras del fotografo habia un fantasma ?
604,012,Willy Wonka,Asi que amas a paramore dime que se siente ser tan genial..,Asi que amas a paramore ,dime que se siente ser tan genial..
646,003,Ay Si,ay si ay si celebro el dia del padre pero nunca tengo tiempo para estar con ellos.,ay si ay si, celebro el dia del padre pero nunca tengo tiempo para estar con ellos.
655,008,Matias Prats,ultima hora aparece karol,ultima hora, aparece karol
665,003,Ay Si,"ay si, ay si ahora todos aman a la seleccion colombia",ay si ay si, ahora todos aman a la seleccion colombia
687,003,Ay Si,ay si...soy soltero  y hago lo que quiero,ay si,...soy soltero  y hago lo que quiero
689,003,Ay Si,ay si tengo feisbuk y publico..!hola!..,ay si, tengo feisbuk y publico..!hola!..
702,006,Filosoraptor,¿no seria ilegal llevar? mentos a la fabrica de coca cola...,,¿no seria ilegal llevar? mentos a la fabrica de coca cola...
721,012,Willy Wonka,asi que miras partido de la u dime  que se siente estar cagado y no mirar el mundial,asi que miras partido de la u ,dime  que se siente estar cagado y no mirar el mundial
752,007,Futurama Fry,mg te agrego o aregame!!!,mg te agrego, o aregame!!!
779,006,Filosoraptor,SI UNA GALLIna crusa la calle  ¿porque la crusa?,SI UNA GALLIna crusa la calle  ,¿porque la crusa?
806,011,Problems,Mi amor joh no nos queda de otra de llorar y llorar,Mi amor joh no nos queda de otra de llorar, y llorar
841,003,Ay Si,ay si ay si  viendo a todos sus papas porque yo no tengo ay si,ay si ay si,  viendo a todos sus papas porque yo no tengo ay si
862,012,Willy Wonka,Asi que niño rata dime que se siente salir con doge,Asi que niño rata ,dime que se siente salir con doge
880,004,Bad Luck Brian,va al odontologo le mandan audioterapias,va al odontologo, le mandan audioterapias
903,003,Ay Si,"ay si, ay si llego yeison con sus marikadas",ay si ay si, llego yeison con sus marikadas
