,meme_id,plantilla,texto_no_tilde,text_1,text_2
12,002,Annoying Gamer Kid,UN SELFIE CON JACINTO.. CON LA CAMARA DE CARRANZA,None,None
22,005,Disaster Girl,ja! ya ami que chucha...,None,None
28,003,Ay Si,LE GANAMOS AL AME 0,None,None
39,001,Ancient Aliens,... pablito se gasta asi... ...un craneo el wn kbzon...,None,None
42,011,Problems,"si esa persona que quieres te hace sufrir, no vale la pena. tu vales mucho!",None,None
43,009,No me digas,lokooo y ese toto,None,None
47,012,Willy Wonka,que se siente que se te acaben las vacaciones,None,None
54,012,Willy Wonka,claro que hay lobores lol esta lokilla :v,None,None
67,001,Ancient Aliens,pues... es el tinte de los perros,None,None
68,007,Futurama Fry,"no me digas, golpeas a los demas pues haces mal",None,None
81,009,No me digas,LOKOOO ES MI PAPA POR EL BICIOO,None,None
84,009,No me digas,que tu mama que????,None,None
94,008,Matias Prats,En otras noticiias lalo encuentra una novia sorprendente,None,None
99,001,Ancient Aliens,el problema no es susana villaran el problema es que pasara con el parque del migrante mrd...,None,None
108,011,Problems,me dijo que era joven tiene mas de 40,None,None
109,001,Ancient Aliens,Muy buena historia pero sabes que le falta Sexo descontrolado,None,None
117,011,Problems,nomanches a chivas le faltan 3 lugares pero para que se valla al decenso,None,None
126,007,Futurama Fry,xq ers mala despues q te recarge,None,None
141,006,Filosoraptor,"Juan Pedro cambiara pañales o lavara ropa, los sabados??",None,None
149,001,Ancient Aliens,buena historia chapi pero le faltaron aliens,None,None
151,003,Ay Si,Te cres mucho Rata Apestosa cara de nalga,None,None
152,004,Bad Luck Brian,Quiere ser goleador del torneo juega franklin,None,None
157,004,Bad Luck Brian,"¿Te fuiste? Aw, Men!",None,None
161,006,Filosoraptor,asi que eres elias? DIME QUE SE SIENTE SER SEXY XD,None,None
169,010,Prepare Yourself,mira mike la tarea nos hara aprender,None,None
170,003,Ay Si,AY SI AY SI la CATY HECHA A LAS MALOTAS,None,None
172,003,Ay Si,les juro yo no miento si todo esto es mio,None,None
173,006,Filosoraptor,quien RÍE ultimo no entendio en chiste,None,None
183,004,Bad Luck Brian,deja la pes pero ya anda buscando universidad,None,None
185,004,Bad Luck Brian,deja la paes pero ya anda buscando universidad,None,None
197,011,Problems,Me dijo soy buen support compra wards termino siendo el hard feeder de mOf,None,None
198,007,Futurama Fry,ESTOY EN BUSCA DE NADIE porque ayer me gritaron    ¡ nadie te kiere!,None,None
201,007,Futurama Fry,NO ME SIMPATIZAS YA NO T HAGO LA BUENA CON RICKA,None,None
203,002,Annoying Gamer Kid,miren es Mario Carbajal 8,None,None
212,004,Bad Luck Brian,se despide de facebook vuelve con el mismo,None,None
216,004,Bad Luck Brian,A veces me creo que no tengo chance pero justo ayer en la noche vi a natalia y me enamoro,None,None
217,008,Matias Prats,en estos momentos vemos las presencia de muchos likes de parte de mariela,None,None
232,002,Annoying Gamer Kid,XBOX O QUE,None,None
242,011,Problems,tus palabras duelen mucho,None,None
248,010,Prepare Yourself,antes en la iglesia era diferente,None,None
253,010,Prepare Yourself,Brace yourself elecciones feuc is coming,None,None
261,006,Filosoraptor,cual es el colmo del payaso que tira pedos de colores,None,None
262,006,Filosoraptor,hola que tal si estas leyendo esto: es porque sabes leer,None,None
265,006,Filosoraptor,si un negro viola a franklin seria un caso de mutualismo?,None,None
266,007,Futurama Fry,Y si pato siempre fuE el mas talentoso Pero la ram lo trunko,None,None
272,012,Willy Wonka,Se me hace que chote y carvajal ya VaN a chupar,None,None
280,006,Filosoraptor,changos! que feo eres mi chavo :p,None,None
297,004,Bad Luck Brian,DICE SER SANA DOCTRINA ES ARMINIANO,None,None
317,012,Willy Wonka,asi que te gustan los memes de juergo entonces que esperas para llamar?,None,None
339,013,Yao Wonka,si es porq tu me los pasabas xD,None,None
340,011,Problems,me perdonas los siento,None,None
343,010,Prepare Yourself,es hora de clavarle la espada ala camila,None,None
348,004,Bad Luck Brian,Prepara toda una clase de mitosis El eduardo la suspende,None,None
349,010,Prepare Yourself,dios mio t pido en publico k recojas a esta cagada,None,None
