,meme_id,plantilla,texto_no_tilde,text_1,text_2
9,007,Futurama Fry,SIEMPRE ME PREGUNTO PORQUE LOS NEGROS COMO EL JHOAN LO CAGAN TODO,None,None
19,013,Yao Wonka,NO LE DOY LIKE A TUS FOTOS TODOS SABEMOS QUE EN PERSONA NO DESLUMBRAS TANTA BELLEZA,None,None
20,001,Ancient Aliens,Miguel,None,None
25,004,Bad Luck Brian,Arma un pachangon usando el chat de la empresa agrega a su jefe al grupo,None,None
26,005,Disaster Girl,les dije que suba era cerca no me creyeron,None,None
32,005,Disaster Girl,No les gustaba naruto gustaba!!,None,None
36,004,Bad Luck Brian,soy maluma te amo valen tina garcia,None,None
37,001,Ancient Aliens,Solo una palabra Edu!!!,None,None
43,011,Problems,Solo le pedi una noche juntos Ahora no aguanto mis piernas,None,None
48,012,Willy Wonka,Steph Lista para ir a la san martin?,None,None
50,011,Problems,ramon ahora si te pasaste,None,None
65,013,Yao Wonka,goes a encontrarnos en el mas alla gente,None,None
71,001,Ancient Aliens,yo se lo meti y ella me lo mamo,None,None
105,011,Problems,Pido a gritos un chisguetazo de semen pero santi nada de nada,None,None
108,007,Futurama Fry,"no se si soy yo,pero Creo que niko es nombre de hombre,no?",None,None
112,009,No me digas,"diga nomas, estamos entre amigos",None,None
120,011,Problems,le conte a mi amiga k tenia novio y le  conte k lo amaba y ella se burlo de el hablaba mal de el y se metio con el se besaban y recordar k hablaba malde el y esta con el,None,None
126,013,Yao Wonka,QUIERES FORMAR OTRA COALACION.. que se siente que la formen los mismos de siempre,None,None
127,007,Futurama Fry,No josmar no,None,None
128,008,Matias Prats,informamos que este 7 de marzo la mejor juerga esta en resaca party,None,None
136,007,Futurama Fry,No se si estas maleada porque ni señas de ti,None,None
137,008,Matias Prats,amiwa joorley usted es una de mis mejores amiwas,None,None
138,013,Yao Wonka,vendeme una pulsera me dijo se la meti todita,None,None
142,004,Bad Luck Brian,SACA RECON TODOS TIENEN SIGILO,None,None
143,013,Yao Wonka,miren a este pendejo ni sabe lo dice,None,None
145,003,Ay Si,Ay si! Ni que tan buena que estuvieras,None,None
149,008,Matias Prats,ahora vamos en directo desde la asamblea...adelante tania,None,None
153,010,Prepare Yourself,PREPÁRENSE Para los examenes,None,None
155,008,Matias Prats,en otras noticias nos informa tania...adelante,None,None
161,008,Matias Prats,ahora vamos en directo adelante tania...,None,None
162,004,Bad Luck Brian,Quiere hacer visne la caga y termina visneado,None,None
174,009,No me digas,GUARDAla pepe Es ENORme...,None,None
179,012,Willy Wonka,estudias por face o en la 39,None,None
182,003,Ay Si,hay si hay si yo canto en clases bien chido,None,None
196,011,Problems,"Le dije que no queria mas lentejas ayyy, sus muertos",None,None
202,005,Disaster Girl,no me quiso dar un free,None,None
204,011,Problems,mi mama me pego,None,None
