,meme_id,plantilla,texto_no_tilde,text_1,text_2
77,011,Problems,cuando piñera vuelve a prometer mejoras en educacion y en realidad sabemos que no lo va a cumplir,cuando piñera vuelve a prometer mejoras en educacion, y en realidad sabemos que no lo va a cumplir
138,008,Matias Prats,Noticia de ultima hora robin Sabe de ciclismo,Noticia de ultima hora, robin Sabe de ciclismo
197,004,Bad Luck Brian,Sabe todo de carros. No se sabe estacionar en cordon,Sabe todo de carros. No, se sabe estacionar en cordon
200,004,Bad Luck Brian,Pega el gordo Nadie le cree,Pega el gordo Nadie, le cree
209,008,Matias Prats,en ultimas noticias ya tenemos el video,en ultimas noticias, ya tenemos el video
240,003,Ay Si,ay si tu crees tener mejor meme que yo,ay si, tu crees tener mejor meme que yo
275,003,Ay Si,ay si ay si tengo nutricionista,ay si ay si, tengo nutricionista
286,011,Problems,"Ve a tomar con maria, matias y yuli decian No vas a caer en el pecado decian",Ve a tomar con maria matias, y yuli decian No vas a caer en el pecado decian
345,011,Problems,vino pa mi depto y se fue con cristian vargas,vino pa mi depto, y se fue con cristian vargas
364,007,Futurama Fry,no se si hay cheezels o es mi pene,no se si hay cheezels, o es mi pene
388,011,Problems,hijo no importa que hayas dejado materias soy tu madre y te seguire amando igual,hijo no importa que hayas dejado materias soy tu madre, y te seguire amando igual
416,012,Willy Wonka,te gusta ayudar? dime que se siente ser salvadoreño,te gusta ayudar? ,dime que se siente ser salvadoreño
420,012,Willy Wonka,y dime ...QUE SE SIENTE ?? saber que solo  esres un idiota mas,y ,dime ...QUE SE SIENTE ?? saber que solo  esres un idiota mas
471,012,Willy Wonka,"Asi que eres universitario dime, ¿que se siente ser emprendedor?",Asi que eres universitario ,dime ¿que se siente ser emprendedor?
537,012,Willy Wonka,dime que se siente dejar llorando a gonzalo y despues deguir como si nada,,dime que se siente dejar llorando a gonzalo y despues deguir como si nada
589,011,Problems,se lleva todo!!! no te olvides los tuppers con papas arrugadas y mojo!!,se lleva todo!!! no te olvides los tuppers con papas arrugadas, y mojo!!
603,012,Willy Wonka,Y dime Ya estas en el gym?,Y ,dime Ya estas en el gym?
628,006,Filosoraptor,SI LA GENTE ODIA A DÁMASO ¿Por que se rie de sus chistes?,SI LA GENTE ODIA A DÁMASO ,¿Por que se rie de sus chistes?
644,006,Filosoraptor,¿VERTE EN GAYUMBOS? INTERESANTE PROPUESTA,,¿VERTE EN GAYUMBOS? INTERESANTE PROPUESTA
661,012,Willy Wonka,"Y dices que creasteis un clan para ganar? Cuentame, cuentame...",Y dices que creasteis un clan para ganar? Cuentame ,cuentame...
671,003,Ay Si,Ay si ay si Solo te busca cuando te necesita,Ay si ay si, Solo te busca cuando te necesita
696,003,Ay Si,ay si ay si que inapropiado¡¡,ay si ay si, que inapropiado¡¡
702,003,Ay Si,ay si ay si que inapropiado,ay si ay si, que inapropiado
805,003,Ay Si,amor estoy embaraza de ti uy si uy si! pero yo naci hace tiempo,amor estoy embaraza de ti uy si uy si,! pero yo naci hace tiempo
1038,007,Futurama Fry,nose si es el señor jones o es Napoleon,nose si es el señor jones, o es Napoleon
1043,007,Futurama Fry,no se si es el señor jones o es Napoleon,no se si es el señor jones, o es Napoleon
1076,012,Willy Wonka,asi que se te acabaron las vacaciones y no habian paro de profesores dime que se siente de que mañana piensas a volver a clases,asi que se te acabaron las vacaciones y no habian paro de profesores ,dime que se siente de que mañana piensas a volver a clases
1079,011,Problems,cuando no te queda el vestido  que vas a llevar de dama de honor  y falta poco para la fiesta.,cuando no te queda el vestido  que vas a llevar de dama de honor , y falta poco para la fiesta.
1093,003,Ay Si,Hay si Con que molestando mucho,Hay si, Con que molestando mucho
1110,004,Bad Luck Brian,Gana gana se cree ganador :v,Gana gana, se cree ganador :v
1115,006,Filosoraptor,¿para que exite la convivencia s igual todos no la respetamos?,,¿para que exite la convivencia s igual todos no la respetamos?
1118,006,Filosoraptor,¿para que existe la convivencia si no la respetamos?,,¿para que existe la convivencia si no la respetamos?
1254,003,Ay Si,ay sii estoy de luna de miel la desfibradora arteaga,ay si,i estoy de luna de miel la desfibradora arteaga
1259,003,Ay Si,ay si otro aumento y de que sirbe si un arroz esta en 13mirrrr,ay si, otro aumento y de que sirbe si un arroz esta en 13mirrrr
1270,003,Ay Si,ay si no tienes nada que agradecer,ay si, no tienes nada que agradecer
1298,012,Willy Wonka,"375 paginas PHTLS Que interesante, cuentame mas",375 paginas PHTLS Que interesante ,cuentame mas
1329,011,Problems,Xq lloras xq Felipe piña Se fue y me dejo,Xq lloras xq Felipe piña Se fue, y me dejo
1414,003,Ay Si,ay si ay si carro nuevo,ay si ay si, carro nuevo
1420,004,Bad Luck Brian,cuando la chica que te gusta se te acerca,cuando la chica que te gusta, se te acerca
1435,008,Matias Prats,en ultimas noticias a un joven le cambian el nombre por el cosito que interesante  noticia,en ultimas noticias, a un joven le cambian el nombre por el cosito que interesante  noticia
1441,007,Futurama Fry,se me hace ami  o virgO FACHERO,se me hace ami , o virgO FACHERO
1629,012,Willy Wonka,Y dime que se siente besar a tu crush?,Y ,dime que se siente besar a tu crush?
1634,006,Filosoraptor,si los humanos que follan con animales son zoofilicos ¿esos animales que follan con humanos son humanofilicos?,si los humanos que follan con animales son zoofilicos ,¿esos animales que follan con humanos son humanofilicos?
1682,004,Bad Luck Brian,Voy a ganar la europa league y la copa italia le toca jugar contra psg y juventus,Voy a ganar la europa league y la copa italia, le toca jugar contra psg y juventus
1774,004,Bad Luck Brian,No estudia ni hace trabajos por madrugar a hacer pupitrazo pierde todas las materias y lo echan de la universidad,No estudia ni hace trabajos por madrugar a hacer pupitrazo pierde todas las materias y, lo echan de la universidad
1788,004,Bad Luck Brian,pide que saquen a sam!!! lo terminan sacando a el!!!,pide que saquen a sam!!!, lo terminan sacando a el!!!
1874,003,Ay Si,ay si! Tiene cara de sirvienta,ay si,! Tiene cara de sirvienta
1987,003,Ay Si,"Ay si, ay si... Como voz, no hay como la mia",Ay si ay si,... Como voz no hay como la mia
2054,003,Ay Si,hay si .. Me dices raro y solo me dejaste el fin de semana,hay si, .. Me dices raro y solo me dejaste el fin de semana
2109,011,Problems,Solo quiero llorar y llorar Para que la lluvia se lleve mis lagrimas,Solo quiero llorar, y llorar Para que la lluvia se lleve mis lagrimas
2191,006,Filosoraptor,si el piso es lava ¿porque no se derriten los muebles?,si el piso es lava ,¿porque no se derriten los muebles?
2263,004,Bad Luck Brian,INtenta hacer un buen post lo pownea una chica,INtenta hacer un buen post, lo pownea una chica
2286,012,Willy Wonka,y dimester que se siente ser el hijo de beto en billar,y ,dimester que se siente ser el hijo de beto en billar
2304,004,Bad Luck Brian,aprende r lo asignan a mr,aprende r, lo asignan a mr
2325,004,Bad Luck Brian,se defiende de acusaciones le terminan diciendo cesar del Pds,se defiende de acusaciones, le terminan diciendo cesar del Pds
2331,004,Bad Luck Brian,Llega la semana de la dulzura le agarra una esofagitis y no puede comer nada,Llega la semana de la dulzura, le agarra una esofagitis y no puede comer nada
2454,008,Matias Prats,Noticia de ultima hora Ella dice que los amigos no se besan,Noticia de ultima hora, Ella dice que los amigos no se besan
2472,003,Ay Si,"Hay si, soy de cholula",Hay si, soy de cholula
2500,004,Bad Luck Brian,Su año se remito al año 500 a.c,Su año, se remito al año 500 a.c
2526,007,Futurama Fry,no se si quiero una malteada o un vaso de vodka,no se si quiero una malteada, o un vaso de vodka
2545,006,Filosoraptor,YACE  DECIDIERON la fiesta dela profe ?¿,YACE  DECIDIERON la fiesta dela profe ?,¿
2669,004,Bad Luck Brian,se une a la arty de la 7adivz le ponen de zapador,se une a la arty de la 7adivz, le ponen de zapador
2672,008,Matias Prats,en ultimas noticias nos informan Que a morales le quitaron el cel por negarse a tortiar el dia de hoy,en ultimas noticias, nos informan Que a morales le quitaron el cel por negarse a tortiar el dia de hoy
2687,011,Problems,tengo el privilegio de insultar y de usar correccion politica a la vez para quedar como un intelectual pero ni siquiera eso me sirve ahora,tengo el privilegio de insultar, y de usar correccion politica a la vez para quedar como un intelectual pero ni siquiera eso me sirve ahora
2695,003,Ay Si,ay si ay si voy a hablar por fon con mi pack,ay si ay si, voy a hablar por fon con mi pack
2724,004,Bad Luck Brian,Compra esencias aleatoria Y le salen luminosas,Compra esencias aleatoria Y, le salen luminosas
2759,004,Bad Luck Brian,no estudia eso por que no lo considera importante las preguntas del parcial se basan en ese tema,no estudia eso por que no, lo considera importante las preguntas del parcial se basan en ese tema
2773,011,Problems,"mi abuela estuvo mame, y mame con que no fuese su novia pero al final tenia la razon ahora estoy embarazada",mi abuela estuvo mame, y mame con que no fuese su novia pero al final tenia la razon ahora estoy embarazada
2780,003,Ay Si,"Ay si ay si, Celebrando el 4th of July sabiendo que nos quieren sacar del pais",Ay si ay si, Celebrando el 4th of July sabiendo que nos quieren sacar del pais
2893,004,Bad Luck Brian,Regala plata luego se entera cuanto gana.,Regala plata luego, se entera cuanto gana.
2895,007,Futurama Fry,No se si es donante o porta,No se si es donante, o porta
2901,012,Willy Wonka,asi que solo usaste una metodologia positivsta de la escuela cientifica dime que se siente que la base de tu escuela sea  del trabajo de frederick taylor,asi que solo usaste una metodologia positivsta de la escuela cientifica ,dime que se siente que la base de tu escuela sea  del trabajo de frederick taylor
2906,012,Willy Wonka,"asi que solo usaste una metodologia positivista de la escuela cientifica dime, que se siente que la base de tu teoria sea del trabajo de federick taylor",asi que solo usaste una metodologia positivista de la escuela cientifica ,dime que se siente que la base de tu teoria sea del trabajo de federick taylor
2954,003,Ay Si,ay si ay si me contrataton en televisa,ay si ay si, me contrataton en televisa
2969,003,Ay Si,cuando no prestas nada y te disen ya vas a ver ay si,cuando no prestas nada y te disen ya vas a ver ay si,
3093,011,Problems,Es imposible sacrte de mi mente ... Cuando te has robado mi corazon y en tan poco tiempo...,Es imposible sacrte de mi mente ... Cuando te has robado mi corazon, y en tan poco tiempo...
3094,011,Problems,Es imposible sacarte de mi mente ... Cuando te has robado mi corazon y en tan poco tiempo...,Es imposible sacarte de mi mente ... Cuando te has robado mi corazon, y en tan poco tiempo...
3107,011,Problems,Ay wey Que pedota la de anoche y que cruda,Ay wey Que pedota la de anoche, y que cruda
