,meme_id,plantilla,texto_no_tilde,text_1,text_2
35,008,Matias Prats,ultimas noticias  el joel tiene novia,ultimas noticias,  el joel tiene novia
45,008,Matias Prats,ultimas noticias me pelie con jazmin,ultimas noticias, me pelie con jazmin
50,004,Bad Luck Brian,crea una maquina atrapar ladrones se la roban,crea una maquina atrapar ladrones, se la roban
59,008,Matias Prats,ultimas noticias randy se la come,ultimas noticias, randy se la come
63,006,Filosoraptor,si randy y yo nos extinguimos ¿que hacemos los dos en facebook?,si randy y yo nos extinguimos ,¿que hacemos los dos en facebook?
64,004,Bad Luck Brian,esta por hacer tB Se le tilda,esta por hacer tB Se, le tilda
68,012,Willy Wonka,"asi que beto juega fifa 14 dime, que se siente ser hijo de tu tio errar?",asi que beto juega fifa 14 ,dime que se siente ser hijo de tu tio errar?
111,007,Futurama Fry,No se si escribir pajas en el blog o ver porno con el wifi del telo,No se si escribir pajas en el blog, o ver porno con el wifi del telo
114,004,Bad Luck Brian,participa y gana el sorteo lo banean,participa y gana el sorteo, lo banean
126,012,Willy Wonka,veo que eres un experto en memes dime¿que se siente al no tener vida?,veo que eres un experto en memes ,dime¿que se siente al no tener vida?
130,004,Bad Luck Brian,le gana en Call of duty le echan al SWAT,le gana en Call of duty, le echan al SWAT
149,011,Problems,llamo un testigo de jehova a mi timbre me dijo que se acababa el mundo pronto y me lo crei,llamo un testigo de jehova a mi timbre me dijo que se acababa el mundo pronto, y me lo crei
210,003,Ay Si,ay si ay si tenemos pozo,ay si ay si, tenemos pozo
255,005,Disaster Girl,Aqui vivia nuestra profesora de psicologia vivia...,Aqui vivia nuestra profesora de psicologia ,vivia...
257,008,Matias Prats,Noticia de ultima hora Acaba de empezar Una tiradera en El grupO de whatsapp los pApichulos,Noticia de ultima hora, Acaba de empezar Una tiradera en El grupO de whatsapp los pApichulos
265,004,Bad Luck Brian,Sube a plata le bannean la cuenta,Sube a plata, le bannean la cuenta
275,012,Willy Wonka,asi que te gusto el video dime que se siente saber que no entendiste ni un carajo de lo que dijeron xd,asi que te gusto el video ,dime que se siente saber que no entendiste ni un carajo de lo que dijeron xd
293,012,Willy Wonka,con que buscas novia ¿dime que se siente que te digan busca en google?,con que buscas novia ¿,dime que se siente que te digan busca en google?
301,004,Bad Luck Brian,trabaja de noche las amigas se juntan a comer rapiditas,trabaja de noche las amigas, se juntan a comer rapiditas
316,004,Bad Luck Brian,le compran un celular a este wey se los roba a la vuelta de la esquina,le compran un celular a este wey, se los roba a la vuelta de la esquina
322,012,Willy Wonka,dime ¿Que se siente cuando estas  en un avion en gta v y te mandan un mensaje que pone bum!?,,dime ¿Que se siente cuando estas  en un avion en gta v y te mandan un mensaje que pone bum!?
357,003,Ay Si,ay si que miedo,ay si, que miedo
366,005,Disaster Girl,"aHi vivia panchito, no? .... vivia...",aHi vivia panchito no? .... ,vivia...
369,012,Willy Wonka,eres una dama dime que se siente ser un frijolito en comal,eres una dama ,dime que se siente ser un frijolito en comal
423,007,Futurama Fry,no se si es good guy medina o scumbag medina,no se si es good guy medina, o scumbag medina
511,004,Bad Luck Brian,juega mario kart lo atropellan,juega mario kart, lo atropellan
522,004,Bad Luck Brian,el que madruga se queda con sueño,el que madruga, se queda con sueño
526,006,Filosoraptor,Si aiden jude tiene 10 años y produce como profesional ¿Empezo a aprender de produccion desde el utero?,Si aiden jude tiene 10 años y produce como profesional ,¿Empezo a aprender de produccion desde el utero?
529,006,Filosoraptor,Si aiden jude tiene 10 años y produce como profesional ¿Empezo a aprender produccion desde el utero?,Si aiden jude tiene 10 años y produce como profesional ,¿Empezo a aprender produccion desde el utero?
549,003,Ay Si,ay si ay si  todos quieren a las nenas malas,ay si ay si,  todos quieren a las nenas malas
553,003,Ay Si,ceci y lalin ay si ay si juego beisbol,ceci y lalin ay si ay si, juego beisbol
555,003,Ay Si,uy si escucho  c kan  y ya me creo rapero,uy si, escucho  c kan  y ya me creo rapero
556,003,Ay Si,ay si ay si  ME ABRIERON EL POCILLO,ay si ay si,  ME ABRIERON EL POCILLO
557,004,Bad Luck Brian,traiciona a yisus se suicida al sighiente dia,traiciona a yisus, se suicida al sighiente dia
562,006,Filosoraptor,¿Por que no hacemos una videollamada?,,¿Por que no hacemos una videollamada?
572,012,Willy Wonka,¿Jugaste contra arsenal? dime que se siente hacer tanto para nada,¿Jugaste contra arsenal? ,dime que se siente hacer tanto para nada
590,004,Bad Luck Brian,pide una pizza se lo coge un travesti,pide una pizza, se lo coge un travesti
597,004,Bad Luck Brian,se va hacer ejercicio  y lo ataracan por que cojieron el patron,se va hacer ejercicio  y, lo ataracan por que cojieron el patron
607,003,Ay Si,"ay si, ay si  se cree el macho y publica en facebook: ""si tiene que decirme algo, digamelo en la cara.",ay si ay si,"  se cree el macho y publica en facebook: ""si tiene que decirme algo digamelo en la cara."
622,003,Ay Si,ay si me dice que me ama  y me convence jaja,ay si, me dice que me ama  y me convence jaja
626,004,Bad Luck Brian,tiene lumia 925 lo pierde,tiene lumia 925, lo pierde
636,003,Ay Si,ay si ay si te crees por ser palomilla!!!,ay si ay si, te crees por ser palomilla!!!
