,meme_id,plantilla,texto_no_tilde,text_1,text_2
55,007,Futurama Fry,No se si al editar mi ensayo estoy avanzando o estoy retrocediendo,No se si al editar mi ensayo estoy avanzando, o estoy retrocediendo
148,003,Ay Si,ay si ay si no mas porque a la claudia no se le ocurre nada mas,ay si ay si, no mas porque a la claudia no se le ocurre nada mas
164,008,Matias Prats,no ticia de ultima hora se adetectado que las rider son portadoras de el ebola,no ticia de ultima hora, se adetectado que las rider son portadoras de el ebola
207,004,Bad Luck Brian,se quita el pantalon franklin se lo chupa,se quita el pantalon franklin, se lo chupa
271,004,Bad Luck Brian,tiene pololo no lo ve nunca,tiene pololo no, lo ve nunca
318,004,Bad Luck Brian,dice: yo no me rajo se enferma,dice: yo no me rajo, se enferma
320,006,Filosoraptor,Si los dinosaurios se extinguieron... ¿Por que existe barney?,Si los dinosaurios se extinguieron... ,¿Por que existe barney?
324,003,Ay Si,"ay si, ay si           se los lleva el ejercito y al mes ya se creen rambo",ay si ay si,           se los lleva el ejercito y al mes ya se creen rambo
345,003,Ay Si,ay si soy ecologista miren como cuido mi granjita en facebook,ay si, soy ecologista miren como cuido mi granjita en facebook
363,008,Matias Prats,ultimas noticias la looser esta gorda,ultimas noticias, la looser esta gorda
374,003,Ay Si,ay si que quieren los factores,ay si, que quieren los factores
393,003,Ay Si,"ay si, ay si odio los memes de la ranita pero utilizo sus frases para publicarlas",ay si ay si, odio los memes de la ranita pero utilizo sus frases para publicarlas
418,003,Ay Si,ay si no jodo a jonhy porque me hace carreras,ay si, no jodo a jonhy porque me hace carreras
430,003,Ay Si,ay si como no,ay si, como no
433,003,Ay Si,ay si ay si. aqui tambien tenemos nuestros conceptos,ay si ay si,. aqui tambien tenemos nuestros conceptos
435,003,Ay Si,ay si somos los mejores primos y nos querenos todos,ay si, somos los mejores primos y nos querenos todos
450,003,Ay Si,ay si ay si estoy en grupo tactico,ay si ay si, estoy en grupo tactico
461,003,Ay Si,ay si ay si se ofende de su realidas de rata,ay si ay si, se ofende de su realidas de rata
465,004,Bad Luck Brian,se compra un rifle se cree superviviente,se compra un rifle, se cree superviviente
472,003,Ay Si,ay si ay si se ofende de su ser rata,ay si ay si, se ofende de su ser rata
477,003,Ay Si,ay si no jodo a jonhy porque me hace carreras maresssssco,ay si, no jodo a jonhy porque me hace carreras maresssssco
486,004,Bad Luck Brian,se le pierde el celu cree que se lo robaron,se le pierde el celu cree que, se lo robaron
503,013,Yao Wonka,"asiq ue estabas ""enfermo""? dime que se siente mentir por tenerle miedo a jenri","asiq ue estabas ""enfermo""? ",dime que se siente mentir por tenerle miedo a jenri
529,012,Willy Wonka,"asi que tu eres el gingo, dime que se siente dormir en el piso rojo",asi que tu eres el gingo ,dime que se siente dormir en el piso rojo
542,007,Futurama Fry,conmigo o con chaux,conmigo, o con chaux
544,003,Ay Si,ay ay si me saco el dedo mira como lloro,ay ay si, me saco el dedo mira como lloro
631,003,Ay Si,"ay si, ay si presumo de lo que no tengo",ay si ay si, presumo de lo que no tengo
635,003,Ay Si,ay si sales wey,ay si, sales wey
636,012,Willy Wonka,Asi que no mas fb... dime como va tu vida social?,Asi que no mas fb... ,dime como va tu vida social?
639,003,Ay Si,ay si ay si tomo polvos reductores pero al cierre voy a comer enchiladas,ay si ay si, tomo polvos reductores pero al cierre voy a comer enchiladas
642,007,Futurama Fry,no se si el araneda es weon o se hace,no se si el araneda es weon, o se hace
650,011,Problems,le digo que se rie poco y escribe muchas veces jajaja,le digo que se rie poco, y escribe muchas veces jajaja
652,003,Ay Si,ay si ay si le copias la musica  a otra persona y te crees famoso,ay si ay si, le copias la musica  a otra persona y te crees famoso
665,004,Bad Luck Brian,le pido el numero y no le mando mensajes,le pido el numero y no, le mando mensajes
685,004,Bad Luck Brian,va por primera ves a ayotzinapa lo matan,va por primera ves a ayotzinapa, lo matan
742,003,Ay Si,ay si ay si solo es padre y se vurla de todo,ay si ay si, solo es padre y se vurla de todo
771,003,Ay Si,ay si si se enoja porque le desimos bigotuda,ay si, si se enoja porque le desimos bigotuda
797,003,Ay Si,ay si ay si calmate jocelin,ay si ay si, calmate jocelin
812,003,Ay Si,Ay si ay si Ando en comision y puedo chocar,Ay si ay si, Ando en comision y puedo chocar
816,004,Bad Luck Brian,quiere vender un carro le hacen fraude,quiere vender un carro, le hacen fraude
819,003,Ay Si,hay si denunciar,hay si, denunciar
823,003,Ay Si,ay si ay si calmate messi chupame un huevo marvin,ay si ay si, calmate messi chupame un huevo marvin
