,meme_id,plantilla,texto_no_tilde,text_1,text_2
14,004,Bad Luck Brian,piden sindicato lo hechan a todos,piden sindicato, lo hechan a todos
51,012,Willy Wonka,"asi que, vas a ir al congreso? dime que se siente avanzar?",asi que vas a ir al congreso? ,dime que se siente avanzar?
65,003,Ay Si,"Ay si, ay si ahora todos con camisetas de LPDE",Ay si ay si, ahora todos con camisetas de LPDE
83,004,Bad Luck Brian,pide un inbox a yei yei se lo manda por boca y nariz,pide un inbox a yei yei, se lo manda por boca y nariz
129,003,Ay Si,ay si AY SI,ay si, AY SI
201,006,Filosoraptor,¿Si Victor es novio de Hector? Checha que sale siendo?,,¿Si Victor es novio de Hector? Checha que sale siendo?
268,012,Willy Wonka,Y dime picara Que se siente estar pensando todo el dia en tu negrito,Y ,dime picara Que se siente estar pensando todo el dia en tu negrito
338,003,Ay Si,Ay si ay si dale like y te publico mame,Ay si ay si, dale like y te publico mame
342,003,Ay Si,ay si LEs recomiendo,ay si, LEs recomiendo
367,012,Willy Wonka,"Oye, dime que se siente que tu novia te bloquee del whattsap y tenga agregado en facebook al pelado que le decia en tu cara que extrañaba sus charlas en las madrugadas..",Oye ,dime que se siente que tu novia te bloquee del whattsap y tenga agregado en facebook al pelado que le decia en tu cara que extrañaba sus charlas en las madrugadas..
371,011,Problems,Me dijeron feliz dia de la profe y no me cayo ni medio billetico de 5.000,Me dijeron feliz dia de la profe, y no me cayo ni medio billetico de 5.000
379,006,Filosoraptor,"si la biblia dice: ""ama a tu enemigo"" ¿porque nadie ama a satanas?","si la biblia dice: ""ama a tu enemigo"" ",¿porque nadie ama a satanas?
425,012,Willy Wonka,Y dime diana Que de siente tener un negro tan guapo tras de ti,Y ,dime diana Que de siente tener un negro tan guapo tras de ti
530,003,Ay Si,ay si ay si siempre se te olvida que cumplimos mes,ay si ay si, siempre se te olvida que cumplimos mes
554,004,Bad Luck Brian,cuando te caes y todos se rien de ti,cuando te caes y todos, se rien de ti
574,008,Matias Prats,En ultimas noticias Tiembla Guadalajara por la llega del America,En ultimas noticias, Tiembla Guadalajara por la llega del America
582,004,Bad Luck Brian,cuando degedeon se tira un pedo,cuando degedeon, se tira un pedo
653,003,Ay Si,"Ay si, ay si Ya no me acuerdo de la manina",Ay si ay si, Ya no me acuerdo de la manina
680,005,Disaster Girl,decia que no servia para el trebajo decia,decia que no servia para el trebajo ,decia
740,007,Futurama Fry,no se que es peor... que hayas enviado ese gif... o que me haya preguntado cual de las 2 soy yo,no se que es peor... que hayas enviado ese gif..., o que me haya preguntado cual de las 2 soy yo
746,004,Bad Luck Brian,Compra battlefield 4 Se le cae el play,Compra battlefield 4 Se, le cae el play
753,004,Bad Luck Brian,Le van a pintar la casa Y se vuelve a filtrar,Le van a pintar la casa Y, se vuelve a filtrar
760,004,Bad Luck Brian,No inscribe bd para no ir con Chapa Amilcar le dice que chapa dara comp. Cientifico,No inscribe bd para no ir con Chapa Amilcar, le dice que chapa dara comp. Cientifico
763,007,Futurama Fry,no se si es miercoles o viernes pero me tomare una cerveza,no se si es miercoles, o viernes pero me tomare una cerveza
781,004,Bad Luck Brian,Crea un grupo cambian el administrador y lo echan,Crea un grupo cambian el administrador y, lo echan
796,003,Ay Si,hay si me lo regalo miky de 10 de mayo,hay si, me lo regalo miky de 10 de mayo
816,003,Ay Si,Me compraron la ps4 Hay si,Me compraron la ps4 Hay si,
882,006,Filosoraptor,¿Interculturalidad o multiculturalidad?,,¿Interculturalidad o multiculturalidad?
916,006,Filosoraptor,¿SER O NO SER?,,¿SER O NO SER?
931,003,Ay Si,Ay si ay si como mañana Cumplo años estoy hechona,Ay si ay si, como mañana Cumplo años estoy hechona
934,006,Filosoraptor,Todo lo que hago y me sucede ¿estaba previamente planeado?,Todo lo que hago y me sucede ,¿estaba previamente planeado?
974,004,Bad Luck Brian,quiere invitar a mandarina lo sacan cagando,quiere invitar a mandarina, lo sacan cagando
1056,006,Filosoraptor,a veces me pregunto ¿como se veria abad sin lentes?,a veces me pregunto ,¿como se veria abad sin lentes?
