,meme_id,plantilla,texto_no_tilde,text_1,text_2
3,004,Bad Luck Brian,Paso a produccion la clarita valida,None,None
14,004,Bad Luck Brian,"INVOCA A CHARLIE,  CHARLIE Y EMITEN LA SEGUNDA TEMPORADA DE PADRES E HIJOS",None,None
21,005,Disaster Girl,Servidor de la UMC a las 8.59am,None,None
24,011,Problems,"LE DIJE A RICHARD,LA BICICLETA O YO. Y AGARRO LA BICI Y SE FUE.",None,None
27,005,Disaster Girl,ESO PASA POR JUGAR A COUNTER,None,None
37,006,Filosoraptor,encerio? y que mas?,None,None
46,003,Ay Si,yo no fui fue el pajarito,None,None
47,002,Annoying Gamer Kid,So schaffe ich,None,None
48,005,Disaster Girl,esto me huele a cantinflas piromano andresit,None,None
50,003,Ay Si,solo soy corrupto nada mas,None,None
67,005,Disaster Girl,al conductor le gustaba Daddy Yankee y le di gasolina,None,None
74,006,Filosoraptor,cual juego es mas peligroso? el charlie,None,None
77,006,Filosoraptor,si tienen que habilitar es MAS MONITORIA mas... mmm,None,None
85,003,Ay Si,Cuidado chicas estamos delante de un chico malo!!!,None,None
102,012,Willy Wonka,¿Integracion continua? ¿Eso que es?,None,None
110,003,Ay Si,aaa no se no es mi culpa q seas tan feo,None,None
112,005,Disaster Girl,i had nothing to do,None,None
119,006,Filosoraptor,Si el mercosur es tan bueno para venezuela Por que en ninguna casa de cambio del mercosur te aceotan Bs a6.3 o a 12??????,None,None
120,006,Filosoraptor,Si el mercosur es tan bueno para venezuela Por que en ninguna casa de cambio del mercosur te aceptan Bs a 6.30 o a 12  ??????,None,None
134,003,Ay Si,"ay si , ay si Me siento en las piernas de un hombre en la via publica y me acusan por inmoral",None,None
135,004,Bad Luck Brian,Es vegano Su hijo es carnivoro y tiene una carniceria,None,None
137,012,Willy Wonka,1 millon de años y el hueva no encuentra el jetpack,None,None
145,005,Disaster Girl,mis vecinos odiaban hora de aventura... pero ya no,None,None
147,005,Disaster Girl,quieren formar otros grupo que malas deben ser,None,None
153,005,Disaster Girl,mis  vecinos sentian frio y yo les di calor,None,None
155,005,Disaster Girl,MIs vecinos votaron al PP Ya no lo haran Mas!,None,None
168,006,Filosoraptor,patricio estara rosado por que no le pusieron talco,None,None
176,005,Disaster Girl,Cuando me gradue de la facultad de Odontologia de la UGMA Esto sera lo que hare con mi facultad y asi no habra mas paros!,None,None
177,005,Disaster Girl,Cuando me gradue de Odontologia de la UGMA Esto sera lo que hare con mi facultad y asi no habra mas paros!,None,None
178,005,Disaster Girl,VIVA EL REY MUERA EL E.D.,None,None
180,005,Disaster Girl,Cuando me gradue de Odontologo en la UGMA Esto sera lo que hare con mi facultad y asi no habra mas paros!,None,None
183,006,Filosoraptor,que hacer ante la adversidad,None,None
187,011,Problems,le dije que me volviera loquita le llamo a su ex,None,None
197,009,No me digas,¿como? no te han entregado los boletos para el cine!!!,None,None
206,012,Willy Wonka,Dices que no te gusta ella ? Entonces por que tantos memes entre ustedes ?,None,None
216,003,Ay Si,no digan que son bellas xq son mas q esos mejor digan q son preciosas,None,None
218,011,Problems,Nose que culpita,None,None
219,006,Filosoraptor,If a couple in alabama gets divorced are they still brother and sister?,None,None
223,006,Filosoraptor,O sea si llevamos una semana hablando dia y noche y somos libres Esta mal porque lastimariamos a mucha gente ?,None,None
224,005,Disaster Girl,Esto no fue mi culpa fue culpa de joy,None,None
234,009,No me digas,MIL CUANTO......,None,None
235,011,Problems,ruiz bry me dijo shhhh!!,None,None
237,009,No me digas,no lo creo naci el dia de mi cumpleaños,None,None
246,005,Disaster Girl,La gente decia que el anime es satanico... pero los hice callar,None,None
248,012,Willy Wonka,Valla veo que no aguantas carrilla por face. Entonces para que empiezas pariente,None,None
254,004,Bad Luck Brian,RACING HAPPENS,None,None
260,004,Bad Luck Brian,LE DESEA FELIZ CUMPLEANOS A SU EX SE EQUIVOCA DE DIA Y LO TERMINA ODIANDO MAS,None,None
263,009,No me digas,y que tanto si la hermana es rica,None,None
266,002,Annoying Gamer Kid,mientras tanto  en la casa de juani,None,None
276,003,Ay Si,Ay si me cambie de trabajo y subo fotos,None,None
284,001,Ancient Aliens,es que en la mujer que yo tengo no encuentro una falsedad,None,None
286,011,Problems,Era tan feliz hasta que descubri que era chavista,None,None
288,005,Disaster Girl,hay personas que solo quieren ver el mundo arder,None,None
291,011,Problems,hay ave maria Purisima los fururu farara nos ganaron,None,None
300,003,Ay Si,"Ay si, juego Charlie Charlie Pero no agarro una ouija",None,None
304,013,Yao Wonka,cuando me dicen: que no estan con guido y quieren el cambio...,None,None
