,meme_id,plantilla,texto_no_tilde,text_1,text_2
46,003,Ay Si,uy si uy si UN POLLO ABURRIDO,uy si uy si, UN POLLO ABURRIDO
59,005,Disaster Girl,era niña buena decia que no pusiera la foto de mi novia en whatsapp le decia,era niña buena decia que no pusiera la foto de mi novia en whatsapp le ,decia
74,003,Ay Si,ay si ay si axelur tiene 3 suscriptores,ay si ay si, axelur tiene 3 suscriptores
85,011,Problems,me dijo que tenia una nave.. y era una heladera mal pintada,me dijo que tenia una nave.., y era una heladera mal pintada
98,004,Bad Luck Brian,le manda una SOLICITUD de amistad a su mama                         no lo acepta,le manda una SOLICITUD de amistad a su mama                         no, lo acepta
105,004,Bad Luck Brian,Se mata ensayando se le safa el pedal,Se mata ensayando, se le safa el pedal
164,004,Bad Luck Brian,quiere socializar ni la familia lo quiere,quiere socializar ni la familia, lo quiere
168,003,Ay Si,has si hay si ya soy famoso en minecarft por aser casas debajo del agua,has si hay si, ya soy famoso en minecarft por aser casas debajo del agua
212,008,Matias Prats,ultimas noticias!!! todas las chicas estan locas por ronald,ultimas noticias,!!! todas las chicas estan locas por ronald
238,003,Ay Si,"ay si, ay si ahora todos quieren a diana",ay si ay si, ahora todos quieren a diana
285,003,Ay Si,"ay si, ay si soy programador web",ay si ay si, soy programador web
296,004,Bad Luck Brian,hasta los papas  le hacen bullying,hasta los papas , le hacen bullying
303,005,Disaster Girl,haz fiestas decian sera divertido decian,haz fiestas decian sera divertido ,decian
308,012,Willy Wonka,ASI K TE ALUSINAS UN ENFERMO MENTAL..  dime que se siente saber que tas asi por tania,ASI K TE ALUSINAS UN ENFERMO MENTAL..  ,dime que se siente saber que tas asi por tania
309,012,Willy Wonka,asique hablas peste de esa persona por facebook dime que se siente  no poder decirle nada a la cara porque sabes bien que tiene mas moral Que tu?,asique hablas peste de esa persona por facebook ,dime que se siente  no poder decirle nada a la cara porque sabes bien que tiene mas moral Que tu?
340,008,Matias Prats,ultima hora a juanpablo le dan ataques en la cola,ultima hora, a juanpablo le dan ataques en la cola
390,008,Matias Prats,noticias de ultima hora me llegas lo que digas atorrantee!!!!!!!!!!!!!,noticias de ultima hora, me llegas lo que digas atorrantee!!!!!!!!!!!!!
393,008,Matias Prats,noticia de ultima hora me llega lo que digas atorrantee!!!!!!!!!!!!!,noticia de ultima hora, me llega lo que digas atorrantee!!!!!!!!!!!!!
420,004,Bad Luck Brian,le enseña magic a la polola ella le pide un mazo hada,le enseña magic a la polola ella, le pide un mazo hada
421,003,Ay Si,ay si ay si  tu & tu bieber,ay si ay si,  tu & tu bieber
423,008,Matias Prats,ultima hora  un mapache ha sido visto en la villa satelitr,ultima hora,  un mapache ha sido visto en la villa satelitr
476,012,Willy Wonka,asi q quieres que te diga como o ise dime que se siente que te tengan esperando,asi q quieres que te diga como o ise ,dime que se siente que te tengan esperando
495,008,Matias Prats,ultimas noticias  ralear a tus amigos esta de moda xD,ultimas noticias,  ralear a tus amigos esta de moda xD
496,004,Bad Luck Brian,"Le dan el saco para que se tape las piernas Lo usa,",Le dan el saco para que, se tape las piernas Lo usa
557,007,Futurama Fry,no se si no le gusta el fifa o es un cobarte,no se si no le gusta el fifa, o es un cobarte
572,004,Bad Luck Brian,trae incapacidad igual le descuentan el dia,trae incapacidad igual, le descuentan el dia
