,meme_id,plantilla,texto_no_tilde,text_1,text_2
19,003,Ay Si,"Ay si, ay si, lei mal... Maduro nada mas puede meter la pata.",Ay si ay si, lei mal... Maduro nada mas puede meter la pata.
68,008,Matias Prats,ultima hora Junior virreina,ultima hora, Junior virreina
75,003,Ay Si,"Ay si, ay si Y si le quitamos las estrellas que pablito puso cuantas quedan",Ay si ay si, Y si le quitamos las estrellas que pablito puso cuantas quedan
149,004,Bad Luck Brian,le termina a la novia se vuelve famosa,le termina a la novia, se vuelve famosa
151,011,Problems,Tranquila Ariadna. A. Mi me paso lo mismo  primero me coronaron y despues me cambiaron por otra,Tranquila Ariadna. A. Mi me paso lo mismo  primero me coronaron, y despues me cambiaron por otra
161,011,Problems,Tranquila  Ariadna. A mi me paso mismo Primero me coronaron y despues me cambiaron por otra,Tranquila  Ariadna. A mi me paso mismo Primero me coronaron, y despues me cambiaron por otra
170,011,Problems,Llego el ESPÍRITU de la navidad y la onapre no libera el pago del iclam,Llego el ESPÍRITU de la navidad, y la onapre no libera el pago del iclam
198,003,Ay Si,ay si ay si yo gano la corona  pero me la quitan,ay si ay si, yo gano la corona  pero me la quitan
200,006,Filosoraptor,si en ingles car=coche y men=hombres ¿mi tia carmen es un transformer?,si en ingles car=coche y men=hombres ,¿mi tia carmen es un transformer?
208,004,Bad Luck Brian,gana miss universo se lo quitan en 3 minutos,gana miss universo, se lo quitan en 3 minutos
249,007,Futurama Fry,uuuy!! mi amor... eres un angel o estoy alucinando att: Andres,uuuy!! mi amor... eres un angel, o estoy alucinando att: Andres
336,012,Willy Wonka,asi que te llamas David dime que se siente tener un primo  saico que se llame brayan,asi que te llamas David ,dime que se siente tener un primo  saico que se llame brayan
376,003,Ay Si,Hay si nos robaron el reinado!!! Pero nos aumentan $20000 al salario minimo y nadie se inmuta...,Hay si, nos robaron el reinado!!! Pero nos aumentan $20000 al salario minimo y nadie se inmuta...
385,003,Ay Si,ay si ay si se creen los mejores porque al fin ganaron un titulo justo,ay si ay si, se creen los mejores porque al fin ganaron un titulo justo
426,013,Yao Wonka,asi que eres campeon dime que se siente que un concurso de belleza sea mas importante,asi que eres campeon ,dime que se siente que un concurso de belleza sea mas importante
428,003,Ay Si,ay si me creo mucho por que pñatico con mi enstuctor de tosos,ay si, me creo mucho por que pñatico con mi enstuctor de tosos
447,003,Ay Si,ay si me creo mucho por que platico con mi enstuctor de toros,ay si, me creo mucho por que platico con mi enstuctor de toros
451,011,Problems,Leonel me dijo que  me iba a llmar Ya se va a acabar el año y solo me hizo el daño,Leonel me dijo que  me iba a llmar Ya se va a acabar el año, y solo me hizo el daño
459,003,Ay Si,ay si me creo mucho por que plitico con mi intructor de toros,ay si, me creo mucho por que plitico con mi intructor de toros
464,003,Ay Si,ay ay si desde q tengo hombre no me acuerdo de mi madre,ay ay si, desde q tengo hombre no me acuerdo de mi madre
520,004,Bad Luck Brian,Hay muchos servicios se enferma,Hay muchos servicios, se enferma
540,006,Filosoraptor,Si yustin Bieber es gay ¿Por que ONE DIRECTION NO ?,Si yustin Bieber es gay ,¿Por que ONE DIRECTION NO ?
555,008,Matias Prats,de ultima hora hoy no estoy para nadie en whatsapp....,de ultima hora, hoy no estoy para nadie en whatsapp....
627,012,Willy Wonka,dime que se siente ser la contratacion mas cara,,dime que se siente ser la contratacion mas cara
632,003,Ay Si,uy si no tengo nada es el trabajo que me tiene preocupado,uy si, no tengo nada es el trabajo que me tiene preocupado
660,012,Willy Wonka,asi que jugando al amigo secreto? dime que se siente tener que adivinar mi nombre y no recibir regalo?,asi que jugando al amigo secreto? ,dime que se siente tener que adivinar mi nombre y no recibir regalo?
733,004,Bad Luck Brian,Compra un Kilo de carne Angus Lo pone a cocinar y se quema,Compra un Kilo de carne Angus Lo pone a cocinar y, se quema
743,004,Bad Luck Brian,se convierte en el mas veces campeon los noticieros se enfocan a miss universo,se convierte en el mas veces campeon los noticieros, se enfocan a miss universo
749,007,Futurama Fry,es mi idea... o chocapic tiene matas y no le ha dicho a nadie?,es mi idea..., o chocapic tiene matas y no le ha dicho a nadie?
777,004,Bad Luck Brian,riber se cree grande pero barcelona le gano 3,riber se cree grande pero barcelona, le gano 3
