,meme_id,plantilla,texto_no_tilde,text_1,text_2
8,004,Bad Luck Brian,Se cambia el nombre a anonymous borrando todo sigilisomante facebook le notifica a todos,Se cambia el nombre a anonymous borrando todo sigilisomante facebook, le notifica a todos
70,004,Bad Luck Brian,juega a dragon ball lo mata yamcha,juega a dragon ball, lo mata yamcha
135,004,Bad Luck Brian,feliz xq no llueve y no se va a caer le revientan la bola en la cara,feliz xq no llueve y no se va a caer, le revientan la bola en la cara
143,012,Willy Wonka,asi que te gusta ver memes en todo webeo dime que se siente ser un mudo qlo...,asi que te gusta ver memes en todo webeo ,dime que se siente ser un mudo qlo...
151,004,Bad Luck Brian,"Se cae No se quiebra, pero muere",Se cae No, se quiebra pero muere
200,004,Bad Luck Brian,su mina le da permiso para salir el finde sus amigos le hacen la cleta y se queda en casa,su mina le da permiso para salir el finde sus amigos le hacen la cleta y, se queda en casa
215,012,Willy Wonka,"""sol"" asi que compraste entradas para rafaga... dime que se siente vivir en tu mente :p...","""sol"" asi que compraste entradas para rafaga... ",dime que se siente vivir en tu mente :p...
217,012,Willy Wonka,"""sol"" asi que compraste entradas para rafaga... dime que se siente vivir sola en tu mente :p...","""sol"" asi que compraste entradas para rafaga... ",dime que se siente vivir sola en tu mente :p...
226,003,Ay Si,Ay ay siiii Pa mis cojone.!!! Guevon,Ay ay si,iii Pa mis cojone.!!! Guevon
230,012,Willy Wonka,y dime que se siente ser tan chismoso si la barba crece sola !!!,y ,dime que se siente ser tan chismoso si la barba crece sola !!!
232,012,Willy Wonka,asi que eres pendejo dime que se siente publicar webadas,asi que eres pendejo ,dime que se siente publicar webadas
311,013,Yao Wonka,interesante cuentame mas,interesante ,cuentame mas
328,007,Futurama Fry,no se quien se ve mas feo cinthia o reynaldo    que dicen me confunde ??,no se quien se ve mas feo cinthia, o reynaldo    que dicen me confunde ??
332,003,Ay Si,ay si ay si solo porque mordio con chacon ya puso cachos,ay si ay si, solo porque mordio con chacon ya puso cachos
340,003,Ay Si,Ay si ay si ya no aguante tanta riata Y me pongo de reyna,Ay si ay si, ya no aguante tanta riata Y me pongo de reyna
376,003,Ay Si,ay si ay si,ay si ay si,
449,003,Ay Si,ay si ay si me llevo pambazos a paso coyol,ay si ay si, me llevo pambazos a paso coyol
487,012,Willy Wonka,"Asi que eres chaparrita dime, que se siente ser tan SEXY",Asi que eres chaparrita ,dime que se siente ser tan SEXY
493,007,Futurama Fry,no se si es el ivan o su hermano,no se si es el ivan, o su hermano
495,012,Willy Wonka,"Entonces ya tienes 28 años dime, que se siente ser anciano",Entonces ya tienes 28 años ,dime que se siente ser anciano
499,004,Bad Luck Brian,pide ir a cancas no lo mandan,pide ir a cancas no, lo mandan
