,meme_id,plantilla,texto_no_tilde,text_1,text_2
17,011,Problems,cuando estas en dicord y oyes a dario sosa romero,cuando estas en dicord, y oyes a dario sosa romero
66,006,Filosoraptor,¿para joder nomas?,,¿para joder nomas?
67,006,Filosoraptor,¿que? el problema se va a ir?,,¿que? el problema se va a ir?
112,004,Bad Luck Brian,"va a la escuela y le dicen que tiene que: entregar 1 trabajo practico de historia, 2 de quimica, 1 de matematicas, estudiar biologia, frances e ingles, hacer tarea de lengua, etica, geografia y fisica, todo para el siguiente dia",va a la escuela y, le dicen que tiene que: entregar 1 trabajo practico de historia 2 de quimica 1 de matematicas estudiar biologia frances e ingles hacer tarea de lengua etica geografia y fisica todo para el siguiente dia
114,004,Bad Luck Brian,radicaliza su feminismo se junta con erick,radicaliza su feminismo, se junta con erick
126,004,Bad Luck Brian,La invitan a las posadas ya se habian acabado,La invitan a las posadas ya, se habian acabado
147,013,Yao Wonka,asi que tu eres martin dime que se siente tener horejas de dumbo,asi que tu eres martin ,dime que se siente tener horejas de dumbo
153,013,Yao Wonka,asi que tu eres martin dime que se siente tener orejas de dumbo,asi que tu eres martin ,dime que se siente tener orejas de dumbo
181,004,Bad Luck Brian,No usa polvora en diciembre Se quema con un buñuelo que se estallo,No usa polvora en diciembre Se quema con un buñuelo que, se estallo
188,004,Bad Luck Brian,se mete el bocado a la boca se le cae al piso,se mete el bocado a la boca, se le cae al piso
238,004,Bad Luck Brian,se hace el macho alfa le oculta a la mujer que tiene un asado,se hace el macho alfa, le oculta a la mujer que tiene un asado
289,008,Matias Prats,noticias de ultima hora serraran warriors por inactividad,noticias de ultima hora, serraran warriors por inactividad
295,012,Willy Wonka,Asi que te cambiaron de paciente dime cual es el miedo de salir de tu zona de confort,Asi que te cambiaron de paciente ,dime cual es el miedo de salir de tu zona de confort
308,003,Ay Si,Ay si ay si pondre mil noches buenas A ver si asi le gano a mi vecina,Ay si ay si, pondre mil noches buenas A ver si asi le gano a mi vecina
329,004,Bad Luck Brian,Soy mas feo que tu madre y lo sabes,Soy mas feo que tu madre y, lo sabes
358,004,Bad Luck Brian,quiere quedar con sus amigos por navidades le dejan en visto,quiere quedar con sus amigos por navidades, le dejan en visto
464,006,Filosoraptor,Hay transito lento.... Si como yogurt... ¿llegare antes a mi casa?,Hay transito lento.... Si como yogurt... ,¿llegare antes a mi casa?
540,012,Willy Wonka,dime Que se siente ser del club aramos,,dime Que se siente ser del club aramos
546,012,Willy Wonka,Y dime que se siente se un ZOTACO ???,Y ,dime que se siente se un ZOTACO ???
548,012,Willy Wonka,"Y dime, que se siente ser un ZOTACO ???",Y ,dime que se siente ser un ZOTACO ???
554,004,Bad Luck Brian,Se decide a usar hack Su tamagochi no lo agarra,Se decide a usar hack Su tamagochi no, lo agarra
607,008,Matias Prats,Reporte de ultima hora Don gepe pierde 100 entrevistas por atender una junta,Reporte de ultima hora, Don gepe pierde 100 entrevistas por atender una junta
628,004,Bad Luck Brian,Dice que no nos hace falta el DF cross server se lia parda,Dice que no nos hace falta el DF cross server, se lia parda
639,004,Bad Luck Brian,"jajajaja dice siempre la frase ""serra el oyo "" y ella lo tiene abiertoooooooo","jajajaja dice siempre la frase ""serra el oyo "" y ella", lo tiene abiertoooooooo
655,008,Matias Prats,Noticia de ultima hora Gian y mica van a ****,Noticia de ultima hora, Gian y mica van a ****
692,003,Ay Si,ay si ay si soy experto en workday,ay si ay si, soy experto en workday
733,004,Bad Luck Brian,Dice que se va a agarrar un re pedo en la fiesta de fin de año Lo operan de hemorroides el dia de la fiesta,Dice que, se va a agarrar un re pedo en la fiesta de fin de año Lo operan de hemorroides el dia de la fiesta
757,004,Bad Luck Brian,nunca se escriben le escriben y se le apaga el celular,nunca se escriben le escriben y, se le apaga el celular
761,003,Ay Si,Ay si ay si Prefiero el arboliti,Ay si ay si, Prefiero el arboliti
798,008,Matias Prats,noticias de ultima hora misfits es un grupo mergas :v,noticias de ultima hora, misfits es un grupo mergas :v
845,006,Filosoraptor,si un abogado se vuelve loco ¿pierde el juicio?,si un abogado se vuelve loco ,¿pierde el juicio?
849,004,Bad Luck Brian,compra un pack le sale el peor 4*,compra un pack, le sale el peor 4*
869,004,Bad Luck Brian,Pide el dia LIBRE lo dan feriado,Pide el dia LIBRE, lo dan feriado
940,012,Willy Wonka,asi que te gusta hacerle memes a todo el mundo dime que se siente ser un muerto de hambre mala paga por ser un piedrero,asi que te gusta hacerle memes a todo el mundo ,dime que se siente ser un muerto de hambre mala paga por ser un piedrero
943,004,Bad Luck Brian,Ya mme viste lo lindo no mamuh :v,Ya mme viste, lo lindo no mamuh :v
951,004,Bad Luck Brian,Ya me viste lo lindo no mamuh :3,Ya me viste, lo lindo no mamuh :3
987,004,Bad Luck Brian,le pide plata al tio y solo le da mil apenas para irse por que si le da mas se los huele,le pide plata al tio y solo le da mil apenas para irse por que si le da mas, se los huele
1007,012,Willy Wonka,asi que subiste una foto con tu  novia dime que se siente que solo de dio me gusta,asi que subiste una foto con tu  novia ,dime que se siente que solo de dio me gusta
1009,012,Willy Wonka,asi que subiste una foto con tu  novia dime que se siente que solo le dio like,asi que subiste una foto con tu  novia ,dime que se siente que solo le dio like
1048,004,Bad Luck Brian,Tira un nokia a la pared para romperlo se rompe la pared,Tira un nokia a la pared para romperlo, se rompe la pared
1050,012,Willy Wonka,"Asi que eres macho, dime que Se siente encontrar rico al ale",Asi que eres macho ,dime que Se siente encontrar rico al ale
1053,013,Yao Wonka,Que interesante cuentame mas,Que interesante ,cuentame mas
1057,004,Bad Luck Brian,quiere cerrarle la puerta se chanca los dedos,quiere cerrarle la puerta, se chanca los dedos
1094,004,Bad Luck Brian,Arma el equipo alrededor de tevez se le va a mitad del campeonato con el equipo puntero,Arma el equipo alrededor de tevez, se le va a mitad del campeonato con el equipo puntero
1108,003,Ay Si,Ay si ay si Cheveto salio cachaco,Ay si ay si, Cheveto salio cachaco
1136,012,Willy Wonka,asi q quieres derrotar a Carlos dime q se siente ser el residente gay de Argomed,asi q quieres derrotar a Carlos ,dime q se siente ser el residente gay de Argomed
1311,008,Matias Prats,noticias de ultima hora el guebastian y la ñata son pareja,noticias de ultima hora, el guebastian y la ñata son pareja
1328,003,Ay Si,ay si ay si soy jomo y solo sigo reglas de la FFAA,ay si ay si, soy jomo y solo sigo reglas de la FFAA
1417,004,Bad Luck Brian,empieza a luchar contra timerion le queda 1 de vida y usa su habilidad  especial,empieza a luchar contra timerion, le queda 1 de vida y usa su habilidad  especial
1420,004,Bad Luck Brian,empieza a luchar contra timerion le queda 1 de vida a timerion y usa su habilidad  especial,empieza a luchar contra timerion, le queda 1 de vida a timerion y usa su habilidad  especial
1425,003,Ay Si,"Uy si, uy si Me tomo foto con mi equipo y lo publico",Uy si uy si, Me tomo foto con mi equipo y lo publico
1500,008,Matias Prats,Noticia de ultima hora Mi hermano es el mas guapo,Noticia de ultima hora, Mi hermano es el mas guapo
1531,004,Bad Luck Brian,Hacen posada en su casa No lo invitan!!,Hacen posada en su casa No, lo invitan!!
1559,007,Futurama Fry,no se si tiux machine es el mejor o es el unico,no se si tiux machine es el mejor, o es el unico
1568,006,Filosoraptor,Si no creen en jesus ¿Porque festejan su cumpleaños?,Si no creen en jesus ,¿Porque festejan su cumpleaños?
1569,006,Filosoraptor,Si no existe jesus ¿porque festejan su cumpleaños?,Si no existe jesus ,¿porque festejan su cumpleaños?
1576,007,Futurama Fry,no se si es pendeja o se llama giugni,no se si es pendeja, o se llama giugni
1582,012,Willy Wonka,asique quieres una hilux cuentame mas,asique quieres una hilux ,cuentame mas
1652,012,Willy Wonka,asi que estas en la utem dime que se siente estar estudiando en año nuevo?,asi que estas en la utem ,dime que se siente estar estudiando en año nuevo?
1677,006,Filosoraptor,Si el malbet es el enano... ¿...PORQUE TOCA EL BAJO EL PEPE?,Si el malbet es el enano... ,¿...PORQUE TOCA EL BAJO EL PEPE?
1683,004,Bad Luck Brian,compra sobre para soporte del mago oscuro no le sale ni madre,compra sobre para soporte del mago oscuro no, le sale ni madre
1708,011,Problems,Carro modelo 2016 automatico pocos kilometros en buen estado acepto cambio por un mes de paz y t,Carro modelo 2016 automatico pocos kilometros en buen estado acepto cambio por un mes de paz, y t
1792,003,Ay Si,ay si soy famoso por hacer memes,ay si, soy famoso por hacer memes
1793,004,Bad Luck Brian,Se curra un foro del copon se le llena de nazis,Se curra un foro del copon, se le llena de nazis
1869,006,Filosoraptor,¿QUE TU QUE YO? SI TU QUE TU,,¿QUE TU QUE YO? SI TU QUE TU
1877,011,Problems,este juan elias me engaño.. lomato!!!! me dijo que era hombre... y le gusta que le den...,este juan elias me engaño.. lomato!!!! me dijo que era hombre..., y le gusta que le den...
1884,007,Futurama Fry,No se si me cagaron o realmente se compensa...,No se si me cagaron, o realmente se compensa...
1890,007,Futurama Fry,no se si ese sandbox existe o solo es tu imaginacion,no se si ese sandbox existe, o solo es tu imaginacion
2024,006,Filosoraptor,Si los telefonos para los ministros son inteligentes ¿por que no se fueron solos?,Si los telefonos para los ministros son inteligentes ,¿por que no se fueron solos?
2031,004,Bad Luck Brian,Hace la tarea de los memes se le pierde el pendrive,Hace la tarea de los memes, se le pierde el pendrive
2044,004,Bad Luck Brian,Dice que no volvera a tocar una fpga en su vida lo obligan a ver una materia  dedicada  al diseño en fpga's,Dice que no volvera a tocar una fpga en su vida, lo obligan a ver una materia  dedicada  al diseño en fpga's
2047,004,Bad Luck Brian,cuando le pegas a la pelota va con efecto y es palo,cuando, le pegas a la pelota va con efecto y es palo
2072,003,Ay Si,Ay si ay si Perdi mi telefono... A no aqui esta,Ay si ay si, Perdi mi telefono... A no aqui esta
2075,004,Bad Luck Brian,da un saludo educado le hacen 2 memes,da un saludo educado, le hacen 2 memes
2078,003,Ay Si,"Ay si   ay si Perdi mi telefono... A no, aqui esta",Ay si   ay si, Perdi mi telefono... A no aqui esta
2086,004,Bad Luck Brian,Trabaja extra para que le den libre el lunes decretan el lunes feriado,Trabaja extra para que, le den libre el lunes decretan el lunes feriado
