,meme_id,plantilla,texto_no_tilde,text_1,text_2
25,003,Ay Si,ay si ay si arnie gay insulta,ay si ay si, arnie gay insulta
116,004,Bad Luck Brian,no tiene miedo se queja al decanato,no tiene miedo, se queja al decanato
144,003,Ay Si,ay si ay si la mariposa gorda me va a matar,ay si ay si, la mariposa gorda me va a matar
156,003,Ay Si,ay si ay si el lic es mi amigo,ay si ay si, el lic es mi amigo
201,004,Bad Luck Brian,eximen con 55 le da 54.4,eximen con 55, le da 54.4
363,007,Futurama Fry,En realidad paso eso... o se lo invento la hija de la chingada,En realidad paso eso..., o se lo invento la hija de la chingada
368,007,Futurama Fry,me pregunto si es ella o no,me pregunto si es ella, o no
414,007,Futurama Fry,No se si es peor quejarme de la pobreza en mexico o seguir comprando productos de empresas multinacionales,No se si es peor quejarme de la pobreza en mexico, o seguir comprando productos de empresas multinacionales
449,012,Willy Wonka,asi que te gusta vivir in canada cuentame manuel que se siente ser gay,asi que te gusta vivir in canada ,cuentame manuel que se siente ser gay
476,012,Willy Wonka,¿asi que dime madero que se siente tener un partido Antirrelecionista y que diaz vuelva a ganar ?,¿asi que ,dime madero que se siente tener un partido Antirrelecionista y que diaz vuelva a ganar ?
491,004,Bad Luck Brian,Le toca ser lider de la mafia se jode a su equipo en un solo paso,Le toca ser lider de la mafia, se jode a su equipo en un solo paso
523,003,Ay Si,"Ay si, ay si el sanky tiene 5 veces mas potasio que EL  platano",Ay si ay si, el sanky tiene 5 veces mas potasio que EL  platano
527,011,Problems,le dije recoge las minas y recolectores se me gasto todas las gemas,le dije recoge las minas, y recolectores se me gasto todas las gemas
551,008,Matias Prats,ultima hora... os vais a cagar en la siguiente,ultima hora,... os vais a cagar en la siguiente
565,008,Matias Prats,"Noticia de ultima hora, La sobervia se esta manifestando en el facebok!!!",Noticia de ultima hora, La sobervia se esta manifestando en el facebok!!!
579,004,Bad Luck Brian,mete un gol al minuto 92 se lo anulan,mete un gol al minuto 92, se lo anulan
604,007,Futurama Fry,no se si me estan robando o cobrando un trago aca en sn feña,no se si me estan robando, o cobrando un trago aca en sn feña
610,008,Matias Prats,noticias de ultima hora mateo dejo el facebook abierto,noticias de ultima hora, mateo dejo el facebook abierto
614,008,Matias Prats,noticia de ultima hora mateo dejo el facebook abierto,noticia de ultima hora, mateo dejo el facebook abierto
631,007,Futurama Fry,no se si es gay o ya se la tiro.,no se si es gay, o ya se la tiro.
632,007,Futurama Fry,no se si es gay o ya se la tiro.,no se si es gay, o ya se la tiro.
