,meme_id,plantilla,texto_no_tilde,text_1,text_2
0,013,Yao Wonka,yesica dime  ? q se siente decir q eres virgen     sabiendo q wuasa a pasado x tiii,yesica ,dime  ? q se siente decir q eres virgen     sabiendo q wuasa a pasado x tiii
15,007,Futurama Fry,no se si la sol es tarada o se pego en la cabeza de chiquita,no se si la sol es tarada, o se pego en la cabeza de chiquita
22,012,Willy Wonka,"asi que terminaste con tu novia. dime, como se llama la otra?",asi que terminaste con tu novia. ,dime como se llama la otra?
23,013,Yao Wonka,yesica  dime q se siente decir q no estas rota ?? sabiendo q  wuasa  a pasado x ti .i.,yesica  ,dime q se siente decir q no estas rota ?? sabiendo q  wuasa  a pasado x ti .i.
47,003,Ay Si,ay si ay si  tengo mi control con Rapid fire,ay si ay si,  tengo mi control con Rapid fire
59,008,Matias Prats,ultimas noticiass se estrllo el shagimovil contra un arbol los motivos sospechosos fueron un pakete de mayonesa se derramos en el acelerador  todos muertos menos un sanguche,ultimas noticias,s se estrllo el shagimovil contra un arbol los motivos sospechosos fueron un pakete de mayonesa se derramos en el acelerador  todos muertos menos un sanguche
76,013,Yao Wonka,tu nombre es brayhan avila  br dime que se siente ser charapa,tu nombre es brayhan avila  br ,dime que se siente ser charapa
79,013,Yao Wonka,tu nombre es brayhan avila   dime que se siente ser charapa,tu nombre es brayhan avila   ,dime que se siente ser charapa
85,003,Ay Si,ay si nadie sabe mi edad jaja ni los que leen esto,ay si, nadie sabe mi edad jaja ni los que leen esto
105,007,Futurama Fry,no se si hace mucho frio  o me este dando un ataque,no se si hace mucho frio , o me este dando un ataque
129,007,Futurama Fry,no se si vomitar  o CONSULTAR A UN ESPECIALISTA,no se si vomitar , o CONSULTAR A UN ESPECIALISTA
139,003,Ay Si,Uy  uy siii  que malotee jajajajaj,Uy  uy si,ii  que malotee jajajajaj
149,007,Futurama Fry,no se si santi esta en la friendzone  o tiene dos penes,no se si santi esta en la friendzone , o tiene dos penes
175,003,Ay Si,Ay si ay si todos se toman fotos con su nuevo uniforme,Ay si ay si, todos se toman fotos con su nuevo uniforme
188,004,Bad Luck Brian,hace un gol le revientan la ceja,hace un gol, le revientan la ceja
209,007,Futurama Fry,no se si yo estoy menso o ustedes son los inteligentes,no se si yo estoy menso, o ustedes son los inteligentes
215,003,Ay Si,"ay si, ay si uso flares",ay si ay si, uso flares
228,004,Bad Luck Brian,Se saca un moco se lo come la mama,Se saca un moco, se lo come la mama
231,003,Ay Si,Ay si ay si Aqui hay muchos lame huevos!!,Ay si ay si, Aqui hay muchos lame huevos!!
240,012,Willy Wonka,¿Que sabes poner implantes dentales? y dime ¿por que le exiges a las compañias garantia de por vida?,¿Que sabes poner implantes dentales? y ,dime ¿por que le exiges a las compañias garantia de por vida?
265,012,Willy Wonka,asi q ers las mas hrmosa del mundo maritza o.v. dime q se siente ser el amor de ivanne.,asi q ers las mas hrmosa del mundo maritza o.v. ,dime q se siente ser el amor de ivanne.
271,007,Futurama Fry,nose si comprarte unos pañales o un trapeador,nose si comprarte unos pañales, o un trapeador
272,003,Ay Si,ay si ay si soy la mas chambeadora de crediscotia,ay si ay si, soy la mas chambeadora de crediscotia
276,004,Bad Luck Brian,lo bautizan se ahoga,lo bautizan, se ahoga
