,meme_id,plantilla,texto_no_tilde,text_1,text_2
11,005,Disaster Girl,decia que no le gustaba chino y nacho  ¡decia¡,decia que no le gustaba chino y nacho  ¡,decia¡
19,007,Futurama Fry,no se si millo cuando dijo que iba a comer se referia a el o a uno de los 4 personajes de gta v,no se si millo cuando dijo que iba a comer se referia a el, o a uno de los 4 personajes de gta v
26,003,Ay Si,AY si ay si me sale a defender mi tia porque tambien quizo ser skater,AY si ay si, me sale a defender mi tia porque tambien quizo ser skater
47,005,Disaster Girl,mi vecino decia q jose lovaton no era guapo bueno decia,mi vecino decia q jose lovaton no era guapo bueno ,decia
56,003,Ay Si,ay si ay si yo no escucho corridos,ay si ay si, yo no escucho corridos
71,004,Bad Luck Brian,Quiere que la gente valla a su evento lo hace en domingo!,Quiere que la gente valla a su evento, lo hace en domingo!
82,006,Filosoraptor,¿CUAL SERA LA MEJOR INSTRUMENTAL QUE HAS ESCUCHADO?,,¿CUAL SERA LA MEJOR INSTRUMENTAL QUE HAS ESCUCHADO?
102,003,Ay Si,ay si ay si  juega futbol y se cree cr7,ay si ay si,  juega futbol y se cree cr7
108,006,Filosoraptor,que vino antes ¿el ojo al parche o el parche al ojo?,que vino antes ,¿el ojo al parche o el parche al ojo?
109,013,Yao Wonka,siiiiii claro.... cuentanos mas....,siiiiii claro.... ,cuentanos mas....
115,007,Futurama Fry,ya no se si es en serio o es troll,ya no se si es en serio, o es troll
135,003,Ay Si,ay si ay si  like y te enseño,ay si ay si,  like y te enseño
181,005,Disaster Girl,velkoz me decia te voy a ultear annie decia,velkoz me decia te voy a ultear annie ,decia
188,007,Futurama Fry,no se si las minas estan mas ricas o estoy muy caliente,no se si las minas estan mas ricas, o estoy muy caliente
200,013,Yao Wonka,"asi que no crees en el diezmo y la ofrenda. dime que se siente, que vivas de el.",asi que no crees en el diezmo y la ofrenda. ,dime que se siente que vivas de el.
228,006,Filosoraptor,"uno no sabe gobernar yes corrupto, el otro ni gobierna y ya roba agua lucas rodriguez no tiene denuncias, es un profesional exitoso, con experiencia y honesto. ¿a quien elegir para chiclayo?",uno no sabe gobernar yes corrupto el otro ni gobierna y ya roba agua lucas rodriguez no tiene denuncias es un profesional exitoso con experiencia y honesto. ,¿a quien elegir para chiclayo?
230,006,Filosoraptor,"uno no sabe gobernar y tiene incontables denuncias, el otro ni gobierna y ya roba agua lucas rodriguez no tiene denuncias, es un profesional exitoso, con experiencia y honesto. ¿a quien elegir para chiclayo?",uno no sabe gobernar y tiene incontables denuncias el otro ni gobierna y ya roba agua lucas rodriguez no tiene denuncias es un profesional exitoso con experiencia y honesto. ,¿a quien elegir para chiclayo?
237,006,Filosoraptor,Si Maduro es colombiano ¿Porque colombia no no saca de esa duda?,Si Maduro es colombiano ,¿Porque colombia no no saca de esa duda?
245,011,Problems,Jayo me dijo que no iva ha pasar nada y me la metio seca!!,Jayo me dijo que no iva ha pasar nada, y me la metio seca!!
256,003,Ay Si,ay si ay si  me gusta que me digan mike,ay si ay si,  me gusta que me digan mike
