,meme_id,plantilla,texto_no_tilde,text_1,text_2
13,003,Ay Si,"bai a dicho que me odia cuidado, tenemos a un chico malo entre nosotros",None,None
19,012,Willy Wonka,Tenes hora libre y vos tipooo,None,None
28,006,Filosoraptor,Si me chingo al Mayito Me estoy chingando al padre Ramon?,None,None
41,008,Matias Prats,bienvenido tata esto es el criolloo,None,None
43,012,Willy Wonka,¿Te crees mas saludable porque comes organico?,None,None
45,008,Matias Prats,permiteme que insista.... paga la factura de tu movil en vez de que te la paguen entonces podras criticar a los demas,None,None
48,007,Futurama Fry,algo huele mal fue la eli,None,None
54,012,Willy Wonka,Asi que preguntas que docente es bueno para aprobar Dime que se siente no tener amigos en derecho,None,None
55,003,Ay Si,Hay si hay si eres la mejor mama del mundo y todo el año ni la pelan jajaja,None,None
57,001,Ancient Aliens,Ya sabe que tu say,None,None
58,011,Problems,JORGE MI AMOR MENOS MAL TE DESOCUPASTE AHORA SI LLAMAME,None,None
60,003,Ay Si,hay nada hay nada :33,None,None
61,003,Ay Si,Loco  aaaaa Junio,None,None
63,012,Willy Wonka,Asi que quieres saber con que docente apruebas en las mesas Dime que se siente tomar el derecho como un chiste,None,None
70,012,Willy Wonka,Dime que se siente ser la burra pachona,None,None
71,004,Bad Luck Brian,cuidado yogui con el guardabosques,None,None
73,011,Problems,Tu cara cuando consientes mucho a tu hijo Y luego resulta marika,None,None
76,003,Ay Si,"Ay Si, AY SI... Es mi cumpleaños y soy la community manager",None,None
77,001,Ancient Aliens,Y entonces les dije... abueabuelos nos vamos pa! #MisAbuelitosYubi2016! Y se cambiaron enseguida,None,None
78,006,Filosoraptor,COmo soy dinosaurio koko,None,None
84,011,Problems,de la universidad salgo loca o salgo ingeniera,None,None
86,012,Willy Wonka,Con que tienes a tus abuelos Dime que se siente llevarlos a #MisAbuelitosYubi2016,None,None
88,009,No me digas,Ahhh Pocoooooo,None,None
89,003,Ay Si,"Ayy si, soy casi ingeniera Pero nunca cerras un caso en siebel",None,None
94,007,Futurama Fry,respondo primero y me toca hacer el trabajo a mi,None,None
97,007,Futurama Fry,me inprota tu foto,None,None
98,007,Futurama Fry,me pregunto pq dises eso,None,None
103,012,Willy Wonka,en serio Charlie contame que se siente bajar algo que no funcione,None,None
104,005,Disaster Girl,Casa de campaña de la Maestra Marcela Merino,None,None
109,012,Willy Wonka,asi que de deportes arica? que se siente estar en segunda...,None,None
114,012,Willy Wonka,Ok Lo tendre en cuenta,None,None
116,005,Disaster Girl,krepy era mi vecino ERA,None,None
119,009,No me digas,tu cuando te escribe una chica que no te HABÍA escrito en 10,None,None
122,007,Futurama Fry,que estara tramando,None,None
127,009,No me digas,SABES que? voy a ir a tu casa a la noche,None,None
128,009,No me digas,cuando te la  meten por donde no era,None,None
132,011,Problems,DIOSITO POR FAVOR !!!! QUE SE CORTE EL AGUA ...,None,None
134,012,Willy Wonka,Asi que te gustan muchas bandas Dime que se siente no tener un gusto musical definido,None,None
153,008,Matias Prats,PARA INFORMAR QUE YA LLEGO LA FRUTA,None,None
156,002,Annoying Gamer Kid,cuando se te cae la goma en la prueba,None,None
157,008,Matias Prats,PRIMERO NOTICIAS QUE HAY FRUTA EN RECEPCION,None,None
160,008,Matias Prats,PRIMERO NOTICIAS LLEGO LA FRUTA ESTA  RECEPCION,None,None
166,008,Matias Prats,Tienesun mondongo Te estamos buscando,None,None
168,008,Matias Prats,Tienes un mondongo Te estamos buscando,None,None
171,008,Matias Prats,y como les ddecia manuel es gay,None,None
172,006,Filosoraptor,justin biber cuando se toma una foto penativo,None,None
173,007,Futurama Fry,Es mi impresion.. O todos tenemos un pt. Q nos vuelve locos,None,None
177,006,Filosoraptor,si esta en terapia de bronquios no deberia dejar de fumar,None,None
179,012,Willy Wonka,¿Asi que hiciste llorar a Angelito? Dime que se siente ser el incomodo del despacho,None,None
180,004,Bad Luck Brian,dije que paola no era bonita y me salieron trolleando todos,None,None
186,006,Filosoraptor,si tri,None,None
189,007,Futurama Fry,y que le dio A este estupido,None,None
193,003,Ay Si,no pues guau enamoradas de un tragaleche,None,None
199,003,Ay Si,ATI NO TE GUTA EL PENE PERO AMI SI,None,None
205,008,Matias Prats,Ya sabemos en quien se inspiro el inventor del chupa Chus. En su novia Maria Jesus.,None,None
206,012,Willy Wonka,ALOOOO NELLY,None,None
217,004,Bad Luck Brian,Cuando viene una niña nueva Y es fea,None,None
230,001,Ancient Aliens,Son aliens Cuando yo naci aliens este canal aliens el manicura aliens anakin alien,None,None
232,009,No me digas,subamos arriva no medigas,None,None
234,006,Filosoraptor,JAmes me suena lo de los viaticos,None,None
235,011,Problems,Yo cuando se va la luz,None,None
244,006,Filosoraptor,"Hola, soy Nicolas y ahi hace mucho calor",None,None
245,006,Filosoraptor,"Hola, soy Nicolas y aqui hace mucho calor",None,None
259,005,Disaster Girl,A MI VECINA LE GUSTA EL REGGAETON A SI QUE YO LE DI GASOLINA,None,None
263,001,Ancient Aliens,Medicos,None,None
265,001,Ancient Aliens,Medicos,None,None
272,001,Ancient Aliens,Chemistry,None,None
282,010,Prepare Yourself,brace yourself partituras are coming,None,None
285,009,No me digas,¿QUE TE LLAMo DANILO? ¡NO ME DIGAS!,None,None
302,003,Ay Si,Se jodio el Chavismo Llego Dominguason,None,None
311,007,Futurama Fry,me llegas a la pinga..!,None,None
317,006,Filosoraptor,Lo quiero y lo odio Sere acuarina?,None,None
321,007,Futurama Fry,No se si pasar de largo estudiando O levantarme temprano y hacerlo,None,None
