,meme_id,plantilla,texto_no_tilde,text_1,text_2
35,003,Ay Si,Ay si ay si le entendio a la clase de matematicas,Ay si ay si, le entendio a la clase de matematicas
45,011,Problems,"Me dijo q era soltero y que me amab Si, se llama Jose Luis Luna",Me dijo q era soltero, y que me amab Si se llama Jose Luis Luna
122,012,Willy Wonka,Y dime que se siente Esperar por la 2.1,Y ,dime que se siente Esperar por la 2.1
190,013,Yao Wonka,dime que se siente ver clase en semana santa  uninavarra,,dime que se siente ver clase en semana santa  uninavarra
192,007,Futurama Fry,No se si un 7 o un 8,No se si un 7, o un 8
195,003,Ay Si,ay si gran vaina y no me llevo,ay si, gran vaina y no me llevo
249,003,Ay Si,AY SI AY SI SANDO celular nuevo ay si,AY SI AY SI SANDO celular nuevo ay si,
300,003,Ay Si,Hay si alison Tiene miedo,Hay si, alison Tiene miedo
312,003,Ay Si,Hay si! Me siento muy chingon con mis chicharrones de coches,Hay si,! Me siento muy chingon con mis chicharrones de coches
315,008,Matias Prats,Y en noticias de ultima hora Fue silenciado el grupo familia,Y en noticias de ultima hora, Fue silenciado el grupo familia
342,003,Ay Si,ay si ay si tenia aufifob,ay si ay si, tenia aufifob
348,003,Ay Si,ay si ay si tenia audifonos,ay si ay si, tenia audifonos
396,011,Problems,como quieres que te demuestre que yo te estoy siendo sincera y todo lo demas son puros chismes..,como quieres que te demuestre que yo te estoy siendo sincera, y todo lo demas son puros chismes..
401,011,Problems,Me dijo que no iba a decir Nada y casi le dice que gusto de el,Me dijo que no iba a decir Nada, y casi le dice que gusto de el
406,011,Problems,como quieres que te demuestre que yo te estoy siendo sincera y q todo lo que te contaron fueron puros chismes..,como quieres que te demuestre que yo te estoy siendo sincera, y q todo lo que te contaron fueron puros chismes..
437,003,Ay Si,Ay si ay si Tengo prioridades,Ay si ay si, Tengo prioridades
455,012,Willy Wonka,dime que se siente volar ricardo,,dime que se siente volar ricardo
479,004,Bad Luck Brian,Queria escuchar una historo de sexo Elena se durmio,Queria escuchar una historo de sexo Elena, se durmio
480,006,Filosoraptor,si existe la opcion de el reciclaje de material tecnologico ¿por que no lo ponemos en practica?,si existe la opcion de el reciclaje de material tecnologico ,¿por que no lo ponemos en practica?
537,003,Ay Si,Ay si ay si Fui a ver a la julieta,Ay si ay si, Fui a ver a la julieta
561,007,Futurama Fry,Nose si chapa esta al pedo o mañana no trabaja,Nose si chapa esta al pedo, o mañana no trabaja
584,007,Futurama Fry,creo veo a manzanita desde aki o sera el alex,creo veo a manzanita desde aki, o sera el alex
597,011,Problems,"Maribel tu hijo Eduardo, Nocole y tu esposo Yendry Son la familia perfecta. Muhaaa",Maribel tu hijo Eduardo Nocole, y tu esposo Yendry Son la familia perfecta. Muhaaa
648,011,Problems,Me dijo la puntita y me metio hasta la cola,Me dijo la puntita, y me metio hasta la cola
651,003,Ay Si,"uy si, soy intelectual y por eso voto por carhuaricra",uy si, soy intelectual y por eso voto por carhuaricra
690,011,Problems,Me dijo que  tenia azucar y le puse winie pooh,Me dijo que  tenia azucar, y le puse winie pooh
768,003,Ay Si,uy si uy si tanto colageno que toman  este grupo se llamara los quinceañeros,uy si uy si, tanto colageno que toman  este grupo se llamara los quinceañeros
774,003,Ay Si,Ay si ay si Nomas cargan en Nogales y lo usan de excusa pa DROGARSE si no no llega a tiempo,Ay si ay si, Nomas cargan en Nogales y lo usan de excusa pa DROGARSE si no no llega a tiempo
787,012,Willy Wonka,asi que estas con jordan sv dime que se siente que te lo metan por detras,asi que estas con jordan sv ,dime que se siente que te lo metan por detras
804,012,Willy Wonka,Y dime ... Que se siente Querer ser como yo!!!,Y ,dime ... Que se siente Querer ser como yo!!!
840,006,Filosoraptor,"si voto por el chato ¿escribo el    "" 1 "" o "" ½ ""?",si voto por el chato ,"¿escribo el    "" 1 "" o "" ½ ""?"
841,006,Filosoraptor,"si voto por el chato ¿escribo el    "" 1 ""  o  "" ½"" ?",si voto por el chato ,"¿escribo el    "" 1 ""  o  "" ½"" ?"
843,006,Filosoraptor,"si voto por el chato ¿escribo el      "" 1 ""  o  "" ½"" ?",si voto por el chato ,"¿escribo el      "" 1 ""  o  "" ½"" ?"
853,012,Willy Wonka,y dime yan que se siente saber que tu amigo se quiere matar pero al menos el si tiene para comer,y ,dime yan que se siente saber que tu amigo se quiere matar pero al menos el si tiene para comer
856,007,Futurama Fry,No se si tenemos ya tres asistentes o la presbicia me esta jugando una mala pasada,No se si tenemos ya tres asistentes, o la presbicia me esta jugando una mala pasada
858,012,Willy Wonka,y dime rolvinson que se siente... que te guste alguien y saber que su kokoro es de yan,y ,dime rolvinson que se siente... que te guste alguien y saber que su kokoro es de yan
860,012,Willy Wonka,Y dime rolvinson que se siente... que te guste una shaba que ya tiene elfo,Y ,dime rolvinson que se siente... que te guste una shaba que ya tiene elfo
875,006,Filosoraptor,cuando el chato llegue al congreso ¿juramentara parado o de rodillas?,cuando el chato llegue al congreso ,¿juramentara parado o de rodillas?
900,004,Bad Luck Brian,"Administra un grupo de 19,000 miembros le dan un like en su presentacion",Administra un grupo de 19000 miembros, le dan un like en su presentacion
901,004,Bad Luck Brian,Pidio un ascenso Y lo mandaron a intranet,Pidio un ascenso Y, lo mandaron a intranet
914,008,Matias Prats,"ultima hora,  a quien no esta Ni se le espera",ultima hora,  a quien no esta Ni se le espera
928,006,Filosoraptor,Si tANTO ODIAS A JAGGERS ¿POR QUE LES DEDICAS TANTOS POSTS Y COMENTARIOS?,Si tANTO ODIAS A JAGGERS ,¿POR QUE LES DEDICAS TANTOS POSTS Y COMENTARIOS?
973,012,Willy Wonka,Y dime Que se siente ser luis pulido,Y ,dime Que se siente ser luis pulido
999,003,Ay Si,Ay si ay si Soy cuñado de ongo,Ay si ay si, Soy cuñado de ongo
1028,007,Futurama Fry,CUando te duele la guata y no sabes si es un peo o tienes que cagar,CUando te duele la guata y no sabes si es un peo, o tienes que cagar
1051,012,Willy Wonka,dime  que significa para ti ser bueno para el bodyboar,,dime  que significa para ti ser bueno para el bodyboar
1076,003,Ay Si,"Ay si ay si No me miren la cola en persona, pero si por face y pongan mg de paso.",Ay si ay si, No me miren la cola en persona pero si por face y pongan mg de paso.
1109,003,Ay Si,ay si ay si cree que se la esta comiendo,ay si ay si, cree que se la esta comiendo
1122,011,Problems,me dijo que estaba ahorrando para que lo pasaramos bien juntos y se compro una tabla de surf,me dijo que estaba ahorrando para que lo pasaramos bien juntos, y se compro una tabla de surf
1140,004,Bad Luck Brian,No le gustan los perros chicos porque son gritones Sus vecinos de piso adoptan un poodle,No, le gustan los perros chicos porque son gritones Sus vecinos de piso adoptan un poodle
1190,011,Problems,la llamada era del grupo aval y le dije seguros cardif,la llamada era del grupo aval, y le dije seguros cardif
1202,012,Willy Wonka,dime que se siente tener un pololo que parese raton,,dime que se siente tener un pololo que parese raton
1226,011,Problems,me dijo que no HARiAMOS nada y me la metio a 200 bpm,me dijo que no HARiAMOS nada, y me la metio a 200 bpm
1269,004,Bad Luck Brian,abre sus 10 primeras cajas sparking le sale repetido de otras cajas,abre sus 10 primeras cajas sparking, le sale repetido de otras cajas
1275,004,Bad Luck Brian,abre sus 10 primeras cajas de electro le sale repetida de otras cajas,abre sus 10 primeras cajas de electro, le sale repetida de otras cajas
1350,004,Bad Luck Brian,se crea una cuenta en twiter lo demanda facebook,se crea una cuenta en twiter, lo demanda facebook
1394,011,Problems,Cuando jose se Viene adentro y no le llega,Cuando jose se Viene adentro, y no le llega
1429,004,Bad Luck Brian,se pone al arco alexis le hace un gol,se pone al arco alexis, le hace un gol
1431,004,Bad Luck Brian,se pone DE PORTERO alexis le hace un gol,se pone DE PORTERO alexis, le hace un gol
1439,004,Bad Luck Brian,se pone DE PORTERO alexis le CONVIERTE un gol,se pone DE PORTERO alexis, le CONVIERTE un gol
1458,003,Ay Si,ay si ay si mi papi chuy me compro un cel new,ay si ay si, mi papi chuy me compro un cel new
1474,003,Ay Si,"uy si, uy si ahora resulta que si uno no hizo tal cosa es porque no tuvo infancia",uy si uy si, ahora resulta que si uno no hizo tal cosa es porque no tuvo infancia
1480,004,Bad Luck Brian,va a ir a tocar el bailen se le rompe el controlador una hora antes,va a ir a tocar el bailen, se le rompe el controlador una hora antes
1538,003,Ay Si,Ay si ay si Voy al gym  y al rato mis tortas,Ay si ay si, Voy al gym  y al rato mis tortas
1562,010,Prepare Yourself,preparense se vienen los 1000 mensajes en el grupo,preparense, se vienen los 1000 mensajes en el grupo
1611,004,Bad Luck Brian,le prestan una reliquia se la roban,le prestan una reliquia, se la roban
1625,004,Bad Luck Brian,Se disfraza se cae,Se disfraza, se cae
1701,003,Ay Si,Ay si ay si soy Mauro alias el chacal Y me llevo con Ramiro Gonzales,Ay si ay si, soy Mauro alias el chacal Y me llevo con Ramiro Gonzales
1722,011,Problems,me falta limpiar mucho y mi familia no me deja en paz. atte laura,me falta limpiar mucho, y mi familia no me deja en paz. atte laura
