,meme_id,plantilla,texto_no_tilde,text_1,text_2
66,007,Futurama Fry,No se si soy muy bueno en matematicas o soy tan malo que las veo faciles,No se si soy muy bueno en matematicas, o soy tan malo que las veo faciles
82,008,Matias Prats,ultimas noticias se dara matricula cero a estrato 1 y 2,ultimas noticias, se dara matricula cero a estrato 1 y 2
128,004,Bad Luck Brian,dice tu mama se ofende cuando le responden,dice tu mama se ofende cuando, le responden
162,003,Ay Si,ay si como es el jefe toca hacer lo que diga sin importar nuestra opinion,ay si, como es el jefe toca hacer lo que diga sin importar nuestra opinion
163,003,Ay Si,ay si ay si pues mientras yo este se trabajara conel modelo autocratico,ay si ay si, pues mientras yo este se trabajara conel modelo autocratico
194,003,Ay Si,Hay si Como no,Hay si, Como no
272,004,Bad Luck Brian,Quiere pagar con un abono de discapacidad en el colectivo y le dice poco saldo La tarjeta ya estaba vencida desde antes,Quiere pagar con un abono de discapacidad en el colectivo y, le dice poco saldo La tarjeta ya estaba vencida desde antes
435,004,Bad Luck Brian,Mama puedo ver playboy y venus? Si hijo pero no lo vayas a descodificar,Mama puedo ver playboy y venus? Si hijo pero no, lo vayas a descodificar
468,003,Ay Si,huy si  hu si no viajo  porque  estoy en orden de  operaciones,huy si,  hu si no viajo  porque  estoy en orden de  operaciones
480,003,Ay Si,huy   si     huy si voy a  querer  fiesta     en  mi cumple     y  va a  estar chimuela,huy   si     huy si, voy a  querer  fiesta     en  mi cumple     y  va a  estar chimuela
484,003,Ay Si,huy   si       huy si la yoyid muy inteligente,huy   si       huy si, la yoyid muy inteligente
486,003,Ay Si,huy  si   huy si la  yoyis  muy inteligente,huy  si   huy si, la  yoyis  muy inteligente
487,004,Bad Luck Brian,Se desvela estudiando un texto No lo necesita.,Se desvela estudiando un texto No, lo necesita.
535,011,Problems,Le dije Gucci y Me compro en la feria,Le dije Gucci, y Me compro en la feria
545,004,Bad Luck Brian,No entiende porque su amigo se comporta como un borracho Las botellas de cerveza estan vacias,No entiende porque su amigo, se comporta como un borracho Las botellas de cerveza estan vacias
649,011,Problems,cuando llegas a la biblioteca y faltan 5 min para el cambio de turno,cuando llegas a la biblioteca, y faltan 5 min para el cambio de turno
667,004,Bad Luck Brian,no hizo su proyecto y lo despiden,no hizo su proyecto y, lo despiden
712,004,Bad Luck Brian,hace una titulacion Se le olvida el indicador,hace una titulacion Se, le olvida el indicador
784,011,Problems,cuando me mandaron dieta rica en fibras .. y me clave una cascara sagrada!. ahora estoy con suero,cuando me mandaron dieta rica en fibras .., y me clave una cascara sagrada!. ahora estoy con suero
802,011,Problems,7 semanas de trabajo en linea y aun no saben pegar imagenes en documentos digitales,7 semanas de trabajo en linea, y aun no saben pegar imagenes en documentos digitales
880,011,Problems,cuando quieres esperarte para que suba tu credito cambia el bimestre y ya no te alcanza,cuando quieres esperarte para que suba tu credito cambia el bimestre, y ya no te alcanza
938,003,Ay Si,Ay si ay si Y tu crees que yo no se nada .,Ay si ay si, Y tu crees que yo no se nada .
1016,011,Problems,douglas dijo que pagaban hoy y fue mentira,douglas dijo que pagaban hoy, y fue mentira
1060,011,Problems,la maestra  toda decepcionada por haber renunciado del l.g.g. teniendo nuevas instalaciones y buen pago para los catedraticos,la maestra  toda decepcionada por haber renunciado del l.g.g. teniendo nuevas instalaciones, y buen pago para los catedraticos
1084,003,Ay Si,ay si ay si somos los malos,ay si ay si, somos los malos
1085,003,Ay Si,ay si ay si LOS ESTUDIANTES ALEMANES somos los malos,ay si ay si, LOS ESTUDIANTES ALEMANES somos los malos
1105,012,Willy Wonka,no te gustan los duces? cuentame mas,no te gustan los duces? ,cuentame mas
1110,011,Problems,stephany me gano y consiguio si 1 win,stephany me gano, y consiguio si 1 win
1122,003,Ay Si,"Hay si, yo ya lo tengo. Yo, ya lo estoy jugando.",Hay si, yo ya lo tengo. Yo ya lo estoy jugando.
1123,003,Ay Si,ay si ay si gane la bolita del pan de muerto,ay si ay si, gane la bolita del pan de muerto
1158,004,Bad Luck Brian,se dice preocupada por la salud de los mexicanos le recuerdan que no consiguio  una ambulancia para Ures,se dice preocupada por la salud de los mexicanos, le recuerdan que no consiguio  una ambulancia para Ures
1162,004,Bad Luck Brian,PIde un ascenso se la maman,PIde un ascenso, se la maman
1308,003,Ay Si,ay si ay sii martes 13 aqui las tengo ....,ay si ay si,i martes 13 aqui las tengo ....
1319,007,Futurama Fry,No se si me gustas o solo me caes mejor que mi bff,No se si me gustas, o solo me caes mejor que mi bff
1327,003,Ay Si,"Ay si,  ay si.... Ando en Cancun y no invito.",Ay si  ay si,.... Ando en Cancun y no invito.
1439,003,Ay Si,ay si ay si tengo a midas verdad?,ay si ay si, tengo a midas verdad?
1487,011,Problems,Otro navidad que voy a pasar sin novia y solo en la casa,Otro navidad que voy a pasar sin novia, y solo en la casa
1562,004,Bad Luck Brian,Juguemos a las adivinanzas Cuantos dias le dan al Pirulo fuera de Guasdualito??,Juguemos a las adivinanzas Cuantos dias, le dan al Pirulo fuera de Guasdualito??
1563,004,Bad Luck Brian,Juguemos a las adivinanzas Cuantos dias le dan al Pirulo fuera de Guasdualito?,Juguemos a las adivinanzas Cuantos dias, le dan al Pirulo fuera de Guasdualito?
1595,011,Problems,La violacion en colombia un flajelo en hombres y mujeres,La violacion en colombia un flajelo en hombres, y mujeres
1647,004,Bad Luck Brian,Termina el Trabajo de TIC y Semiotica Se le apaga la compu y el trabajo no se guarda.,Termina el Trabajo de TIC y Semiotica Se, le apaga la compu y el trabajo no se guarda.
