,meme_id,plantilla,texto_no_tilde,text_1,text_2
35,003,Ay Si,ay si ay si ya hablo ingles...,ay si ay si, ya hablo ingles...
53,003,Ay Si,ay si ay si se creen muy finas y compran en todo a 2000,ay si ay si, se creen muy finas y compran en todo a 2000
75,003,Ay Si,ay si amaneci guapa... y hace chistes feministas!!!,ay si, amaneci guapa... y hace chistes feministas!!!
89,003,Ay Si,"ay si, ay si.... ahora muy puritana",ay si ay si,.... ahora muy puritana
133,004,Bad Luck Brian,Se mete por san antonio lo partean,Se mete por san antonio, lo partean
175,004,Bad Luck Brian,pide a ric@ deje su 8 le hace bullyng en el chat,pide a ric@ deje su 8, le hace bullyng en el chat
210,003,Ay Si,ay si asi todos andan con esa mamada de charlie charlie,ay si, asi todos andan con esa mamada de charlie charlie
217,003,Ay Si,Ay si hay si,Ay si hay si,
220,003,Ay Si,"ay si, ay si hagan Shooooo",ay si ay si, hagan Shooooo
222,003,Ay Si,ay si ay si atrapado en el trafico en mi caña,ay si ay si, atrapado en el trafico en mi caña
230,003,Ay Si,ay si ay si mira como me aguevo charlie,ay si ay si, mira como me aguevo charlie
250,011,Problems,me dijeron que iba a javascrit y me metieron con jsf,me dijeron que iba a javascrit, y me metieron con jsf
257,003,Ay Si,ay si ay si voi x fresa y no puedo ni avisar,ay si ay si, voi x fresa y no puedo ni avisar
270,003,Ay Si,ay si ay si ke ya no piensan comprarme ni keso crema,ay si ay si, ke ya no piensan comprarme ni keso crema
324,004,Bad Luck Brian,es jefe lo tratan como junior,es jefe, lo tratan como junior
331,003,Ay Si,ay si ay si ando de luna de miel y regresare con el gusano rosado,ay si ay si, ando de luna de miel y regresare con el gusano rosado
375,003,Ay Si,ay si ay si que trolero,ay si ay si, que trolero
417,008,Matias Prats,ultima hora callate,ultima hora, callate
440,008,Matias Prats,ultima hora se embolato el regalo del cumple de mi hermana,ultima hora, se embolato el regalo del cumple de mi hermana
530,003,Ay Si,Ay si ay si Pago las copias con uno de 500,Ay si ay si, Pago las copias con uno de 500
542,003,Ay Si,ay si ay si yo no veo porno xq luego m jalan las orejas,ay si ay si, yo no veo porno xq luego m jalan las orejas
557,004,Bad Luck Brian,no quiere decir nada lo bardean por no decir nada,no quiere decir nada, lo bardean por no decir nada
560,005,Disaster Girl,VOTA POR LEONEL decian no pasara nada decian,VOTA POR LEONEL decian no pasara nada ,decian
561,003,Ay Si,"ay si, ay si... me tiemblan las manos como flan",ay si ay si,... me tiemblan las manos como flan
