,meme_id,plantilla,texto_no_tilde,text_1,text_2
13,008,Matias Prats,noticia ultima hora una nina se ba a morir de la risa todavia no se sabe quien es el culpable,noticia ultima hora, una nina se ba a morir de la risa todavia no se sabe quien es el culpable
37,007,Futurama Fry,no se si todo esta caro o yo soy muy pobre,no se si todo esta caro, o yo soy muy pobre
39,012,Willy Wonka,asI que usas revit? dime que se siente usar un programa atrasado 17 anos en el mundo bim,asI que usas revit? ,dime que se siente usar un programa atrasado 17 anos en el mundo bim
42,012,Willy Wonka,asI que usas revit? dime que se siente usar un programa atrasado 13 anos en el mundo bim,asI que usas revit? ,dime que se siente usar un programa atrasado 13 anos en el mundo bim
45,012,Willy Wonka,asI que usas revit? dime que se siente no ser compatible con otros programas bim?,asI que usas revit? ,dime que se siente no ser compatible con otros programas bim?
58,007,Futurama Fry,no se si eder tiene una perrilla o un forunculo en el ojo de nopo,no se si eder tiene una perrilla, o un forunculo en el ojo de nopo
73,012,Willy Wonka,asi que te burlas de peto dime que se siente tener el mismo pelo que el,asi que te burlas de peto ,dime que se siente tener el mismo pelo que el
80,011,Problems,hay no y de donde salen estos pendejos,hay no, y de donde salen estos pendejos
82,008,Matias Prats,atencion de ultima hora a oscar cada dia mas le crecen las pepas,atencion de ultima hora, a oscar cada dia mas le crecen las pepas
94,012,Willy Wonka,dime que se siente encontrar tus llaves dentro de un zapato,,dime que se siente encontrar tus llaves dentro de un zapato
113,012,Willy Wonka,tu tambien crees en eso? dime que se siente ser estupido,tu tambien crees en eso? ,dime que se siente ser estupido
156,008,Matias Prats,ultima hora marifer dolmus acosta comento aja siipp ??,ultima hora, marifer dolmus acosta comento aja siipp ??
214,012,Willy Wonka,y dime que se siente querere aprender acordeon jajjajaj,y ,dime que se siente querere aprender acordeon jajjajaj
227,003,Ay Si,ay si ay si,ay si ay si,
230,007,Futurama Fry,eres gael el gay o q,eres gael el gay, o q
235,004,Bad Luck Brian,t gusta el pito y yo lo se,t gusta el pito y yo, lo se
273,003,Ay Si,ay si como no yo todo,ay si, como no yo todo
312,008,Matias Prats,"ultima hora salio a vacaciones la mesa de dialogo en cuba,,al parecer vienen para colombia,,asi que ..vamonos todos",ultima hora, salio a vacaciones la mesa de dialogo en cubaal parecer vienen para colombiaasi que ..vamonos todos
333,004,Bad Luck Brian,cumple  anos lo levantan,cumple  anos, lo levantan
336,004,Bad Luck Brian,cumple anos se estrella,cumple anos, se estrella
348,012,Willy Wonka,te dicen trapias dime que se sienteser el hazme reir de logistica internacional,te dicen trapias ,dime que se sienteser el hazme reir de logistica internacional
349,012,Willy Wonka,te dicen trapias dime que se siente ser el hazme reir de logistica internacional,te dicen trapias ,dime que se siente ser el hazme reir de logistica internacional
370,010,Prepare Yourself,preparense para el Paintball,preparense, para el Paintball
380,008,Matias Prats,ultimas noticias... A Ronny le pica el orto,ultimas noticias,... A Ronny le pica el orto
381,010,Prepare Yourself,preparense para el Paintball Manana,preparense, para el Paintball Manana
404,004,Bad Luck Brian,"El chino, se pega unas bielas... se queda ruco y se lo culean...",El chino se pega unas bielas... se queda ruco y, se lo culean...
410,008,Matias Prats,ultimas noticias mujer llamada dahiana ama a su amor quien es,ultimas noticias, mujer llamada dahiana ama a su amor quien es
439,011,Problems,me ti la llave maya en las compu del cole y todo lo que tenia se me borro,me ti la llave maya en las compu del cole, y todo lo que tenia se me borro
444,007,Futurama Fry,No se si es mi imaginacion o sabines y otros locos es el mejor grupo,No se si es mi imaginacion, o sabines y otros locos es el mejor grupo
491,004,Bad Luck Brian,gasto 3000 isos le salio 12 monedas,gasto 3000 isos, le salio 12 monedas
512,003,Ay Si,ay si aysi rebeca se quedara en mi casa #bodareal,ay si, aysi rebeca se quedara en mi casa #bodareal
521,008,Matias Prats,ultima hora se convoca casting para delegado de infantiles,ultima hora, se convoca casting para delegado de infantiles
548,004,Bad Luck Brian,empuja a Renata al pastel le da un sembron,empuja a Renata al pastel, le da un sembron
568,011,Problems,me gusta el chisme y dany me cierra el face,me gusta el chisme, y dany me cierra el face
575,003,Ay Si,ay si asy si no hemos ido a las makis ...desde ayer,ay si, asy si no hemos ido a las makis ...desde ayer
583,004,Bad Luck Brian,juega el ultimo nivel de un juego super dificil se le va la energia en la casa,juega el ultimo nivel de un juego super dificil, se le va la energia en la casa
608,007,Futurama Fry,tipico mirada de cuando alguien te coje de recocha o te ase una broma pesada,tipico mirada de cuando alguien te coje de recocha, o te ase una broma pesada
707,003,Ay Si,"ay si,fue yo quien rompio el play",ay si,fue yo quien rompio el play
719,003,Ay Si,ay si primer semana que trabajo conpleta yumi yumi hi oy sepaga la brutoma,ay si, primer semana que trabajo conpleta yumi yumi hi oy sepaga la brutoma
721,007,Futurama Fry,no se si no tengo sueno o ya he dormido tanto otros dias que ya se me quitaron las ganas de dormir,no se si no tengo sueno, o ya he dormido tanto otros dias que ya se me quitaron las ganas de dormir
723,011,Problems,primero la selfie y no limpia la casa hasta el desorden sale en la selfie xd!,primero la selfie, y no limpia la casa hasta el desorden sale en la selfie xd!
724,011,Problems,primero la selfie  y no limpia la casa sera que el desorden es parte de la selfie ?,primero la selfie , y no limpia la casa sera que el desorden es parte de la selfie ?
735,004,Bad Luck Brian,Quiere hacer gestion la psg no le habla,Quiere hacer gestion la psg no, le habla
745,008,Matias Prats,ultima hora. llego el mes del cumple de chuky asi q alistemonos a comprar el bulto de maizena,ultima hora,. llego el mes del cumple de chuky asi q alistemonos a comprar el bulto de maizena
772,012,Willy Wonka,con que te pagan el 15? dime que se siente no tener dinero en FDM,con que te pagan el 15? ,dime que se siente no tener dinero en FDM
779,012,Willy Wonka,y dime Jr!! quese siente ser pobre y quedarse sin bateria,y ,dime Jr!! quese siente ser pobre y quedarse sin bateria
845,006,Filosoraptor,"si ""abrazar"" es rodear con el brazo, ""apoyar"" ¿que es?","si ""abrazar"" es rodear con el brazo ""apoyar"" ",¿que es?
880,013,Yao Wonka,conque tienes un celular galaxi dime que se siente que tu celular sea mas inteligente que tu,conque tienes un celular galaxi ,dime que se siente que tu celular sea mas inteligente que tu
913,003,Ay Si,haaaaay si publicare algo relacionado con la marihuna por que es abril  y quiero que todo el mundo sepa que soy un volao a la moda,haaaaay si, publicare algo relacionado con la marihuna por que es abril  y quiero que todo el mundo sepa que soy un volao a la moda
940,012,Willy Wonka,dime marcos que se siente perder todos los juegos de la play?,,dime marcos que se siente perder todos los juegos de la play?
945,004,Bad Luck Brian,Se filtra una colaboracion suya La filtra el por que a nadie le importa,Se filtra una colaboracion suya La filtra el por que a nadie, le importa
974,004,Bad Luck Brian,Es jefe de soporte llama a soporte para que lo ayuden,Es jefe de soporte llama a soporte para que, lo ayuden
1017,007,Futurama Fry,NO Se si es miercoles santos o viernes,NO Se si es miercoles santos, o viernes
1029,008,Matias Prats,Noticia de ultima hora Derfel muere al ver una chica desnuda,Noticia de ultima hora, Derfel muere al ver una chica desnuda
1048,003,Ay Si,ay si en semana santa todos son santos y luego ni se acuerdan de Dios,ay si, en semana santa todos son santos y luego ni se acuerdan de Dios
1055,004,Bad Luck Brian,por que no dejas de molestar a los demas antes que te hagan lo mismo,por que no dejas de molestar a los demas antes que te hagan, lo mismo
1080,004,Bad Luck Brian,Es ateo se llama emmanuel jesus,Es ateo, se llama emmanuel jesus
1085,003,Ay Si,ay si ay si ya no les quiero hablar a mis amigos nada mas por que trabajo con el chocolate,ay si ay si, ya no les quiero hablar a mis amigos nada mas por que trabajo con el chocolate
1099,008,Matias Prats,ultima hora! arruinamos el estado.,ultima hora,! arruinamos el estado.
1112,003,Ay Si,"Ay si, ay si! Me hago el rudo diciendo que le hace falta ver mas bax!",Ay si ay si,! Me hago el rudo diciendo que le hace falta ver mas bax!
1117,007,Futurama Fry,NO SE que es mas estupido si tu o tus comentarios,NO SE que es mas estupido si tu, o tus comentarios
1135,006,Filosoraptor,si muere un ateo ¿se va al cielo o al infierno?,si muere un ateo ,¿se va al cielo o al infierno?
1148,004,Bad Luck Brian,dice que tiene la casa sola lo asaltan,dice que tiene la casa sola, lo asaltan
1151,004,Bad Luck Brian,dice que es investigador todo lo copia de castaneda,dice que es investigador todo, lo copia de castaneda
1189,008,Matias Prats,en ultimas noticias esas tenaranasse te caen asiendo el amor conmigo xq te quiero y quiero estar dentro de ti,en ultimas noticias, esas tenaranasse te caen asiendo el amor conmigo xq te quiero y quiero estar dentro de ti
1196,008,Matias Prats,en ultimas noticias esastelaranas se te caen asiendo el amor conmigo xq te quiero y quiero estar dentro de ti,en ultimas noticias, esastelaranas se te caen asiendo el amor conmigo xq te quiero y quiero estar dentro de ti
1220,008,Matias Prats,noticia de ultima hora ofrecen recompensa a quien encuentre las nalgas de brinmar,noticia de ultima hora, ofrecen recompensa a quien encuentre las nalgas de brinmar
1230,003,Ay Si,ay si se la tiran de santos en esta semana para que el resto del ano esten pecando,ay si, se la tiran de santos en esta semana para que el resto del ano esten pecando
1284,003,Ay Si,Ay si ay si Defiendo a mi jefe,Ay si ay si, Defiendo a mi jefe
1295,007,Futurama Fry,no se que es peor ir de compras con marilyn? o ir de compras xon marilyn y rebeca?,no se que es peor ir de compras con marilyn?, o ir de compras xon marilyn y rebeca?
1296,007,Futurama Fry,no se que es peor ir de compras con marilyn? o ir de compras con marilyn y rebeca?,no se que es peor ir de compras con marilyn?, o ir de compras con marilyn y rebeca?
1309,003,Ay Si,ay si! no me toquen porque ando planchado xD,ay si,! no me toquen porque ando planchado xD
1323,004,Bad Luck Brian,mira eso se parece a mi xd,mira eso, se parece a mi xd
1325,004,Bad Luck Brian,mira eso se parece a mi,mira eso, se parece a mi
1343,011,Problems,"le dije ""sin sistema"" y facturn","le dije ""sin sistema""", y facturn
1373,003,Ay Si,chui quiere plata para le polita ay si,chui quiere plata para le polita ay si,
1377,003,Ay Si,chui quiere para la pelota ay si,chui quiere para la pelota ay si,
1387,004,Bad Luck Brian,Arrienda un casillero se lo queda otro,Arrienda un casillero, se lo queda otro
1400,004,Bad Luck Brian,le llega el rapto en ayuno se queda..,le llega el rapto en ayuno, se queda..
1428,004,Bad Luck Brian,va a culiarse a un puta no se le para,va a culiarse a un puta no, se le para
1439,011,Problems,me dijo te llevo temprano a tu casa y acabamos en el moa,me dijo te llevo temprano a tu casa, y acabamos en el moa
1462,003,Ay Si,ay si ay si que miedo,ay si ay si, que miedo
1478,003,Ay Si,ay si mucho que importa tu publicacion,ay si, mucho que importa tu publicacion
1529,003,Ay Si,Uy si uy si me creo mucho Por que tengo muchos cumpleanos,Uy si uy si, me creo mucho Por que tengo muchos cumpleanos
1535,003,Ay Si,Ay si ay si Demandare  a penoles por corrupcion y fraude,Ay si ay si, Demandare  a penoles por corrupcion y fraude
1592,012,Willy Wonka,asi que estudias en la tecnica 26 dime que se siente ser un rijoso,asi que estudias en la tecnica 26 ,dime que se siente ser un rijoso
1599,004,Bad Luck Brian,vuelve a jugar futbol se fractura a los 2 minutos,vuelve a jugar futbol, se fractura a los 2 minutos
1630,007,Futurama Fry,Que estaran haciendo Quaker y macdonals ai Quaker le estara agarrando las bolas a macdonals o al reves,Que estaran haciendo Quaker y macdonals ai Quaker le estara agarrando las bolas a macdonals, o al reves
1673,004,Bad Luck Brian,"ano y medio de entregado, jamas vio lo que cobro pide acceso para respaldar DB",ano y medio de entregado jamas vio, lo que cobro pide acceso para respaldar DB
1676,006,Filosoraptor,Naron no tiene procesiones ¿Es por ello un Concello ateo?,Naron no tiene procesiones ,¿Es por ello un Concello ateo?
1680,004,Bad Luck Brian,"Ano y medio de entregado, pago lo que cobro al banco pide acceso para respaldar db",Ano y medio de entregado pago, lo que cobro al banco pide acceso para respaldar db
1694,003,Ay Si,ay si ay si haora me dejas en visto para erir mis sentimientos,ay si ay si, haora me dejas en visto para erir mis sentimientos
1709,012,Willy Wonka,asi que dime que se siente no tener vacaciones,asi que ,dime que se siente no tener vacaciones
1807,007,Futurama Fry,no se si estoy neosoltero o  forever alone,no se si estoy neosoltero, o  forever alone
1830,003,Ay Si,ay si gaston dice que la tiene grande,ay si, gaston dice que la tiene grande
1857,008,Matias Prats,noticia de ultima hora epidemia de malas palabras espanolas en usa,noticia de ultima hora, epidemia de malas palabras espanolas en usa
1868,012,Willy Wonka,dime ??? que se siente ser la senorita cara de papa,,dime ??? que se siente ser la senorita cara de papa
1875,013,Yao Wonka,Asi que juegas minecraft . . . dime que se siente que te digan nino rata sabiendo que eres una verga,Asi que juegas minecraft . . . ,dime que se siente que te digan nino rata sabiendo que eres una verga
1920,006,Filosoraptor,¿Donde sera que esta valderrama?,,¿Donde sera que esta valderrama?
1939,003,Ay Si,ay si ay si me amargo y me salgo del grupo,ay si ay si, me amargo y me salgo del grupo
1956,011,Problems,me dijeron neteller es lo mas confiable y ahora no se donde esta mi dinero,me dijeron neteller es lo mas confiable, y ahora no se donde esta mi dinero
2087,007,Futurama Fry,No  se  si ir a taboo hoy... o ir hoy y manana??,No  se  si ir a taboo hoy..., o ir hoy y manana??
2103,003,Ay Si,"ay si, ay si",ay si ay si,
2113,011,Problems,me siento una puta pero..luego me acuerdo que gaby se metio con todos y se me pasa,me siento una puta pero..luego me acuerdo que gaby se metio con todos, y se me pasa
2115,011,Problems,el siempre me dice q me va a dar besitosss y sale es metiendome  siempre la vergaa,el siempre me dice q me va a dar besitosss, y sale es metiendome  siempre la vergaa
2127,008,Matias Prats,noticia de ultima hora aldumar  salio a vacaciones,noticia de ultima hora, aldumar  salio a vacaciones
2165,003,Ay Si,"ay si, ay si... aparece el gordolobo y todas saludando y aca uno puntual y constante.. al leon del circo",ay si ay si,... aparece el gordolobo y todas saludando y aca uno puntual y constante.. al leon del circo
2186,003,Ay Si,Ay si ay si Me siento bien chingon xq mando las cadenitas d whatsapp y ni si quiera es cierto lo q dice!,Ay si ay si, Me siento bien chingon xq mando las cadenitas d whatsapp y ni si quiera es cierto lo q dice!
2232,010,Prepare Yourself,preparense se avecinan fotos en la ramada,preparense, se avecinan fotos en la ramada
2243,004,Bad Luck Brian,su amiga es la que esta hablando lo reganan a el,su amiga es la que esta hablando, lo reganan a el
2271,012,Willy Wonka,asi que tu eres scarlet dime que se siente ser la mas linda de la 57,asi que tu eres scarlet ,dime que se siente ser la mas linda de la 57
2314,004,Bad Luck Brian,No se enferma durante epoca de clases le agarra todo tipo de enfermedades en vacaciones,No se enferma durante epoca de clases, le agarra todo tipo de enfermedades en vacaciones
2315,003,Ay Si,Ay si ay si Yo ya me voy a San Antonio,Ay si ay si, Yo ya me voy a San Antonio
2321,004,Bad Luck Brian,Compra paracaIdas No lo sabe Usar.. Camilo si es weba,Compra paracaIdas No, lo sabe Usar.. Camilo si es weba
2342,008,Matias Prats,atencion noticia de ultima hora jueves y viernes santo todos en la casa de patry hay buena comida y chicha,atencion noticia de ultima hora, jueves y viernes santo todos en la casa de patry hay buena comida y chicha
2372,007,Futurama Fry,"nose si carli escribe mal o escribe bien,pero es el autocorrector",nose si carli escribe mal, o escribe bienpero es el autocorrector
2382,003,Ay Si,ay si ay si mis cuates los de telmex,ay si ay si, mis cuates los de telmex
2390,008,Matias Prats,ultima hora spagueti esta haciendo mucho bullyng,ultima hora, spagueti esta haciendo mucho bullyng
