,meme_id,plantilla,texto_no_tilde,text_1,text_2
27,004,Bad Luck Brian,Carlitos esta embarazada que bien y solo le di la mano 2 veces,Carlitos esta embarazada que bien y solo, le di la mano 2 veces
239,003,Ay Si,Ay si ay si ay si Es el capacitor,Ay si ay si ay si, Es el capacitor
299,004,Bad Luck Brian,Va camino al parcial y se entera que hay tropel en la U... Igual hacen el parcial,Va camino al parcial y, se entera que hay tropel en la U... Igual hacen el parcial
580,008,Matias Prats,Noticia de ultima hora Siempre si fue un capacitor,Noticia de ultima hora, Siempre si fue un capacitor
622,006,Filosoraptor,¿ENTONCES? SI MADURO MUCHO ME EMPICHO,,¿ENTONCES? SI MADURO MUCHO ME EMPICHO
669,006,Filosoraptor,"Si ""Leer es para burgueses"" ¿drogarse es para pseudo anarcos?","Si ""Leer es para burgueses"" ",¿drogarse es para pseudo anarcos?
838,004,Bad Luck Brian,Quedo con toribio para.que le momtRa un radio en el coche Le.junto.el positivo.con el negativo,Quedo con toribio para.que, le momtRa un radio en el coche Le.junto.el positivo.con el negativo
840,004,Bad Luck Brian,Toribio le va a montar un radio en el coche Le junta el positivo con el negativo,Toribio, le va a montar un radio en el coche Le junta el positivo con el negativo
980,011,Problems,Todo por la lechona y el tamal,Todo por la lechona, y el tamal
984,004,Bad Luck Brian,te dice que se va en taxi asI dormis empieza a putear y a reventar el piso a tacazos,te dice que, se va en taxi asI dormis empieza a putear y a reventar el piso a tacazos
994,003,Ay Si,"Ay si, ay si muy  ""cordialmente""",Ay si ay si," muy  ""cordialmente"""
1086,003,Ay Si,"uy si, uy si que dijo, que se me iba olvidar el mdoelo de senderos",uy si uy si, que dijo que se me iba olvidar el mdoelo de senderos
1091,003,Ay Si,Ay si ay si Presumo mi abdomen,Ay si ay si, Presumo mi abdomen
1093,003,Ay Si,Ay si ay si Tengo mi abdomen marcado y lo presumo,Ay si ay si, Tengo mi abdomen marcado y lo presumo
1121,003,Ay Si,Ay si ay si yo siempre organizo el reciclaje,Ay si ay si, yo siempre organizo el reciclaje
1125,003,Ay Si,Ay si ay si yo siempre organizo el reciclaje,Ay si ay si, yo siempre organizo el reciclaje
1136,003,Ay Si,"Ay si, ay si Hay paro y no hay parciales.",Ay si ay si, Hay paro y no hay parciales.
1166,011,Problems,me dijo hagamos el amor con musica y puso una death metal,me dijo hagamos el amor con musica, y puso una death metal
1206,012,Willy Wonka,"Y dime Colon, que se siente llegar por primera vez a la final de una copa internacional?",Y ,dime Colon que se siente llegar por primera vez a la final de una copa internacional?
1312,003,Ay Si,Ay si ay si los billetuos,Ay si ay si, los billetuos
1327,003,Ay Si,Ay si ay si Escucho tame impala soy cool y especial,Ay si ay si, Escucho tame impala soy cool y especial
1417,004,Bad Luck Brian,Hace planes para vivir con hazli Tres dIas despues lo elimina del whatsapp y le piden que sean amigos,Hace planes para vivir con hazli Tres dIas despues, lo elimina del whatsapp y le piden que sean amigos
1488,011,Problems,me dijo que votaria por mira y voto por el polo,me dijo que votaria por mira, y voto por el polo
1501,011,Problems,me dijo que la tenia como un bebe media 40 cm. y pesaba 2 1/2K,me dijo que la tenia como un bebe media 40 cm., y pesaba 2 1/2K
