,meme_id,plantilla,texto_no_tilde,text_1,text_2
11,004,Bad Luck Brian,Se cambia el nombre a anonymous borrando todo sigilisomante facebook le notifica a todos,Se cambia el nombre a anonymous borrando todo sigilisomante facebook, le notifica a todos
83,004,Bad Luck Brian,juega a dragon ball lo mata yamcha,juega a dragon ball, lo mata yamcha
151,004,Bad Luck Brian,feliz xq no llueve y no se va a caer le revientan la bola en la cara,feliz xq no llueve y no se va a caer, le revientan la bola en la cara
160,012,Willy Wonka,asi que te gusta ver memes en todo webeo dime que se siente ser un mudo qlo...,asi que te gusta ver memes en todo webeo ,dime que se siente ser un mudo qlo...
168,004,Bad Luck Brian,"Se cae No se quiebra, pero muere",Se cae No, se quiebra pero muere
222,004,Bad Luck Brian,su mina le da permiso para salir el finde sus amigos le hacen la cleta y se queda en casa,su mina le da permiso para salir el finde sus amigos le hacen la cleta y, se queda en casa
240,012,Willy Wonka,"""sol"" asi que compraste entradas para rafaga... dime que se siente vivir en tu mente :p...","""sol"" asi que compraste entradas para rafaga... ",dime que se siente vivir en tu mente :p...
242,012,Willy Wonka,"""sol"" asi que compraste entradas para rafaga... dime que se siente vivir sola en tu mente :p...","""sol"" asi que compraste entradas para rafaga... ",dime que se siente vivir sola en tu mente :p...
253,003,Ay Si,Ay ay siiii Pa mis cojone.!!! Guevon,Ay ay si,iii Pa mis cojone.!!! Guevon
257,012,Willy Wonka,y dime que se siente ser tan chismoso si la barba crece sola !!!,y ,dime que se siente ser tan chismoso si la barba crece sola !!!
259,012,Willy Wonka,asi que eres pendejo dime que se siente publicar webadas,asi que eres pendejo ,dime que se siente publicar webadas
345,013,Yao Wonka,interesante cuentame mas,interesante ,cuentame mas
364,007,Futurama Fry,no se quien se ve mas feo cinthia o reynaldo    que dicen me confunde ??,no se quien se ve mas feo cinthia, o reynaldo    que dicen me confunde ??
369,003,Ay Si,ay si ay si solo porque mordio con chacon ya puso cachos,ay si ay si, solo porque mordio con chacon ya puso cachos
377,003,Ay Si,Ay si ay si ya no aguante tanta riata Y me pongo de reyna,Ay si ay si, ya no aguante tanta riata Y me pongo de reyna
415,003,Ay Si,ay si ay si,ay si ay si,
497,003,Ay Si,ay si ay si me llevo pambazos a paso coyol,ay si ay si, me llevo pambazos a paso coyol
543,012,Willy Wonka,"Asi que eres chaparrita dime, que se siente ser tan SEXY",Asi que eres chaparrita ,dime que se siente ser tan SEXY
550,007,Futurama Fry,no se si es el ivan o su hermano,no se si es el ivan, o su hermano
552,012,Willy Wonka,"Entonces ya tienes 28 anos dime, que se siente ser anciano",Entonces ya tienes 28 anos ,dime que se siente ser anciano
556,004,Bad Luck Brian,pide ir a cancas no lo mandan,pide ir a cancas no, lo mandan
564,012,Willy Wonka,asi que odias a los doteros dime que se siente saber que llegamos a las internacionales y no a locales como ustedes,asi que odias a los doteros ,dime que se siente saber que llegamos a las internacionales y no a locales como ustedes
569,003,Ay Si,uy si uy si te cres mucho xq te caldeas a marta chemo,uy si uy si, te cres mucho xq te caldeas a marta chemo
575,012,Willy Wonka,as si que tu te crees selena gonez eh dime que se siente a ver estado con juntin vever,as si que tu te crees selena gonez eh ,dime que se siente a ver estado con juntin vever
592,004,Bad Luck Brian,Compra a GP RiTO lo mata,Compra a GP RiTO, lo mata
650,003,Ay Si,ay si el cabro de la u nesecitando jales,ay si, el cabro de la u nesecitando jales
690,003,Ay Si,hay si que miedo!! otra vez al puente!!!,hay si, que miedo!! otra vez al puente!!!
724,008,Matias Prats,Noticia de ultima hora el rolando tuvo la culpa,Noticia de ultima hora, el rolando tuvo la culpa
725,003,Ay Si,ay si ay si luque esta picon,ay si ay si, luque esta picon
751,003,Ay Si,"ay si, ay si nada mas vengo yo y vendo los millones",ay si ay si, nada mas vengo yo y vendo los millones
754,003,Ay Si,"ay si, ay si me creo macho :v",ay si ay si, me creo macho :v
769,012,Willy Wonka,asi que dota es una pasion dime que se siente no tener vida de verdad,asi que dota es una pasion ,dime que se siente no tener vida de verdad
770,004,Bad Luck Brian,consigue un vapo y un bong se queda sin flores,consigue un vapo y un bong, se queda sin flores
776,003,Ay Si,Ay si ay si Juego rudo,Ay si ay si, Juego rudo
812,012,Willy Wonka,dime q se siente ser choro de los pinares?,,dime q se siente ser choro de los pinares?
813,003,Ay Si,ay si ay si ahora todos tienen de tag a bucky en platino,ay si ay si, ahora todos tienen de tag a bucky en platino
825,012,Willy Wonka,asi que tienes novio? dime que se siente ser tan mandilona,asi que tienes novio? ,dime que se siente ser tan mandilona
836,003,Ay Si,ay si ahora todos tienen a buck platino de tag,ay si, ahora todos tienen a buck platino de tag
848,003,Ay Si,ay si ale muy selfie,ay si, ale muy selfie
863,003,Ay Si,Ay si ay si Hoy lo surten a la 1pm,Ay si ay si, Hoy lo surten a la 1pm
865,007,Futurama Fry,No se ? Si son demasiados playos o es que les gusta hecharse miel y mamarse todos solo x diversion,No se ? Si son demasiados playos, o es que les gusta hecharse miel y mamarse todos solo x diversion
887,006,Filosoraptor,si los borrachos siempre dicen la verdad ¿porque siempre dicen que no estan borrachos?,si los borrachos siempre dicen la verdad ,¿porque siempre dicen que no estan borrachos?
891,006,Filosoraptor,si los borrachos siempre dicen la verdad ¿por que siempre dicen que no estan borrachos?,si los borrachos siempre dicen la verdad ,¿por que siempre dicen que no estan borrachos?
895,013,Yao Wonka,y dime que se siente estar tentad@?,y ,dime que se siente estar tentad@?
924,004,Bad Luck Brian,espera la luna llena y se nubla,espera la luna llena y, se nubla
926,008,Matias Prats,noticia ultima hora nuevo record mundial de estupidez,noticia ultima hora, nuevo record mundial de estupidez
935,004,Bad Luck Brian,se compra gambeson se lesiona antes del torneo,se compra gambeson, se lesiona antes del torneo
952,013,Yao Wonka,asi que ves animes dime cuantos has visto,asi que ves animes ,dime cuantos has visto
967,007,Futurama Fry,"Hamilton, vos sos pelotudo o te haces???",Hamilton vos sos pelotudo, o te haces???
1040,004,Bad Luck Brian,se manda la paja del siglo para hacer planes de entrenamiento le cambian los aportes de de,se manda la paja del siglo para hacer planes de entrenamiento, le cambian los aportes de de
