,meme_id,plantilla,texto_no_tilde,text_1,text_2
0,005,Disaster Girl,Si te gusta que mar Esta es tu nina,None,None
2,005,Disaster Girl,Si te gusta quemar Esta es tu hija,None,None
5,013,Yao Wonka,ASI QUE DEJastes EL FACEBOOK ABIERTO DIME QUE SE SIENTE SER TAN Marica?,None,None
9,002,Annoying Gamer Kid,si eres gamer COmenta tu juego favorito y agrega a quien le guste el miso juego,None,None
14,005,Disaster Girl,ella me robo todo... pues ya no robara a nadie mas...,None,None
18,006,Filosoraptor,DONDE ESTARA MI CHEQUE??,None,None
24,011,Problems,por favor senorita  no llore que io tambien me pongo trsite,None,None
26,011,Problems,ESA SENSACION CUANDO TE ACABAN DE ASIGNAR TAREAS,None,None
28,003,Ay Si,ay si hay si dice que justin bieber es  gay y se cree el rey de romma,None,None
33,001,Ancient Aliens,' nicolas,None,None
34,001,Ancient Aliens,' oscar,None,None
35,001,Ancient Aliens,' gordo,None,None
41,011,Problems,por q tu papa nunca uso condon,None,None
42,001,Ancient Aliens,¿steven ? es gay,None,None
44,001,Ancient Aliens,' Nikolas,None,None
47,001,Ancient Aliens,su jerma de carlos  tiene unas tetasas,None,None
49,005,Disaster Girl,otra agencia de   PUBLICIDAD MENOS,None,None
55,008,Matias Prats,Y ANTES DEL TIEMPO UNA NOTICIA DE ULTIMA HORA EL ATLETI SIGUE SIN NINGUNA CHAMPIONS,None,None
64,001,Ancient Aliens,... carnales,None,None
65,006,Filosoraptor,donde ire este verano 2014 mmmm.. a posa seria buena opcion,None,None
71,004,Bad Luck Brian,se quejan de la inseguridad Se la pasan escuchando canciones que promueven la violencia y el narcotrafico.,None,None
72,005,Disaster Girl,no te costaba nada bajar la musica de tu 28,None,None
75,011,Problems,Andale culero !!!! Ya estoy llorando,None,None
85,009,No me digas,no me digas,None,None
102,010,Prepare Yourself,prepare yourself santiago is coming,None,None
103,002,Annoying Gamer Kid,soy el mejor pase el prototype en facil,None,None
110,003,Ay Si,"Ay sI, gran vaina Justin Bieber se vuelve mas popular que Jean Carlos Centeno. Gran Vaina!!!",None,None
112,003,Ay Si,futbol??? eso es del conur,None,None
119,006,Filosoraptor,Se puede ser el mejor hermano del mundo Teniendo a la peor hermana del mundo?,None,None
123,002,Annoying Gamer Kid,UYY ME MATO... DIRE QUE HAY LAG,None,None
126,006,Filosoraptor,Avila  Sanit,None,None
131,003,Ay Si,No me tomeis a mal que os conozco EH!,None,None
138,012,Willy Wonka,"aja, buscaste la estrategia de las k p/conquistar el derecho al aborto que se siente ver la ventanita de google vacia?",None,None
144,006,Filosoraptor,Si jam es diputada... tiene fuero,None,None
145,005,Disaster Girl,franco esta va a ser tu casa,None,None
149,011,Problems,a planchar nooo hoy no hay chela,None,None
151,012,Willy Wonka,asi que buscaste en google derecho al aborto estrategia kirchnerista que se siente ver no no no en todas las paginas?,None,None
154,012,Willy Wonka,"si claro claro macri es re reaccionario  entonces, me decias, que opina cfk sobre el derecho al aborto_",None,None
158,012,Willy Wonka,"si claro macri esta re en contra de los derechos de las mujeres en cambio, me decias, que opina cfk sobre el derecho al aborto?",None,None
160,012,Willy Wonka,"asI que bancas el modelo, sos k contame que se siente justificar la represion a las maestras",None,None
173,005,Disaster Girl,que no te gusta como te molesto,None,None
175,003,Ay Si,Hayy si Hayy sii..me creo. mucho porque ya yego mi amorr..Saul lisazo..jajajajja,None,None
181,006,Filosoraptor,rex  eres tu ?,None,None
183,005,Disaster Girl,Yo solo queria POLLITO A LO KFC,None,None
190,006,Filosoraptor,luego no era Iru german,None,None
192,005,Disaster Girl,hoy iba a cocinar iba,None,None
198,005,Disaster Girl,el VECINO querIa celebrar miercoles de ceniza ¡querIa!,None,None
199,005,Disaster Girl,mi vecino escuchaba banda ¡escuchaba!,None,None
201,002,Annoying Gamer Kid,HOla me llamo david,None,None
207,005,Disaster Girl,Dijo que Arctic monkeys no era buena musica Y le mostre the fire and the thud,None,None
