,meme_id,plantilla,texto_no_tilde,text_1,text_2
13,012,Willy Wonka,Y dime Elizabeth Que se siente ser la chava mas guapa de ceutec,Y ,dime Elizabeth Que se siente ser la chava mas guapa de ceutec
69,003,Ay Si,Ay si ay si Intelectual organico,Ay si ay si, Intelectual organico
85,003,Ay Si,"ay si, ay si, soy chairo soy muy tolerante",ay si ay si, soy chairo soy muy tolerante
91,007,Futurama Fry,no se si a los de la uct les gusta el pico o si solo son cobardes,no se si a los de la uct les gusta el pico, o si solo son cobardes
169,004,Bad Luck Brian,Se mata estudiando para los finales de la unfv y al final se loaprende todo Cierran la unfv hasta nuevo aviso,Se mata estudiando para los finales de la unfv y al final, se loaprende todo Cierran la unfv hasta nuevo aviso
180,012,Willy Wonka,"asI que crees que el comunismo es el totalitarismo de la urss interesante, cuentame mas",asI que crees que el comunismo es el totalitarismo de la urss interesante ,cuentame mas
190,004,Bad Luck Brian,esto se gana !derrota!,esto, se gana !derrota!
201,004,Bad Luck Brian,cree que se llama agustina le rompe el culo un negro,cree que se llama agustina, le rompe el culo un negro
217,003,Ay Si,ay si ay si se va a ir a dormir :3,ay si ay si, se va a ir a dormir :3
229,003,Ay Si,Ay si ay si Toon link es del demonio,Ay si ay si, Toon link es del demonio
230,011,Problems,te dicen:shu es el novio de yui y tu querias que fuera ayato,te dicen:shu es el novio de yui, y tu querias que fuera ayato
231,004,Bad Luck Brian,Formatea la pc le va mas lento,Formatea la pc, le va mas lento
235,003,Ay Si,Ay si ay si Saque el cuchillo y rebane a todos,Ay si ay si, Saque el cuchillo y rebane a todos
243,008,Matias Prats,En ultimas noticias Chiwas es joto repito chiwas es joto,En ultimas noticias, Chiwas es joto repito chiwas es joto
310,003,Ay Si,ay si ay si G,ay si ay si, G
390,008,Matias Prats,En ultimas noticias kim hyun joong ah sido secuestrado,En ultimas noticias, kim hyun joong ah sido secuestrado
412,012,Willy Wonka,Asi que ya eres madrina dime que se siente que no te sabes ni los pasos..,Asi que ya eres madrina ,dime que se siente que no te sabes ni los pasos..
413,012,Willy Wonka,Asi que ya eres madrina dime que se siente saber que no te sabes ni los pasos..,Asi que ya eres madrina ,dime que se siente saber que no te sabes ni los pasos..
442,008,Matias Prats,En ultimas noticias... mis cunadas estan jodidas y las cogieron de parche,En ultimas noticias,... mis cunadas estan jodidas y las cogieron de parche
465,011,Problems,cuando queres socializar con pokemon go y no esta disponible para tu pais,cuando queres socializar con pokemon go, y no esta disponible para tu pais
545,012,Willy Wonka,piensas que tu dIa sera bueno?... dime como va ese control de lectura?,piensas que tu dIa sera bueno?... ,dime como va ese control de lectura?
546,012,Willy Wonka,"piensas que tu dIa sera bueno?... dime, como va ese control de lectura?",piensas que tu dIa sera bueno?... ,dime como va ese control de lectura?
547,012,Willy Wonka,"piensas que tu dIa sera bueno?... dime, como van esos trabajos de sps?",piensas que tu dIa sera bueno?... ,dime como van esos trabajos de sps?
552,004,Bad Luck Brian,dice que odia a los chilenos se enamora de uno,dice que odia a los chilenos, se enamora de uno
563,008,Matias Prats,noticia de ultima hora ahora los signos de puntuacion se utilizan para realizar emoticones en las redes sociales,noticia de ultima hora, ahora los signos de puntuacion se utilizan para realizar emoticones en las redes sociales
572,008,Matias Prats,noticia de ultima hora . . . . . . . . . ahora los signos de puntuacion se utilizan para realizar emoticones en las redes sociales,noticia de ultima hora, . . . . . . . . . ahora los signos de puntuacion se utilizan para realizar emoticones en las redes sociales
593,003,Ay Si,hay si le vamos a fiar pero hoy no manana tampoco,hay si, le vamos a fiar pero hoy no manana tampoco
638,004,Bad Luck Brian,Va al gimnasio para ponerse como un toro su novia lo ayuda con los cuernos,Va al gimnasio para ponerse como un toro su novia, lo ayuda con los cuernos
767,003,Ay Si,Ay si todo el mundo contento Porque los grumetes estan en Bogota ay si,Ay si todo el mundo contento Porque los grumetes estan en Bogota ay si,
768,007,Futurama Fry,No se si baruch es atractivo o esta bien pinche guapo...,No se si baruch es atractivo, o esta bien pinche guapo...
770,007,Futurama Fry,no se si baruch es atractivo o solo esta bien pinche guapo...,no se si baruch es atractivo, o solo esta bien pinche guapo...
808,003,Ay Si,"ay si, ay si... Lupita y madian estan bien guapisimas",ay si ay si,... Lupita y madian estan bien guapisimas
809,004,Bad Luck Brian,comienza a jugar pokemon go al dIa siguiente se caen los servidores,comienza a jugar pokemon go al dIa siguiente, se caen los servidores
871,010,Prepare Yourself,preparense ya vienen los resultados de las pruevas nacionales,preparense, ya vienen los resultados de las pruevas nacionales
880,006,Filosoraptor,¿ COMO ESCRIBES EN IMVU? MAYUSCULA O MINUSCULA ......,,¿ COMO ESCRIBES EN IMVU? MAYUSCULA O MINUSCULA ......
881,004,Bad Luck Brian,Se rIe de Coco por el pantalon No le mete un gol ni al arco iris,Se rIe de Coco por el pantalon No, le mete un gol ni al arco iris
888,004,Bad Luck Brian,Porfin lo llevan a la cancha Se pone a llover,Porfin, lo llevan a la cancha Se pone a llover
915,012,Willy Wonka,"asi que hoy comienzan tus vacaciones dime, ¿Que se siente tener clases?",asi que hoy comienzan tus vacaciones ,dime ¿Que se siente tener clases?
979,012,Willy Wonka,dime? que se siente ganar con trampas?,,dime? que se siente ganar con trampas?
