,meme_id,plantilla,texto_no_tilde,text_1,text_2
2,006,Filosoraptor,¿QUE HONDA?,,¿QUE HONDA?
68,012,Willy Wonka,oye Ruby y cuentame no has vuelto a ver a Arturo,oye Ruby y ,cuentame no has vuelto a ver a Arturo
75,004,Bad Luck Brian,Se le va la luz se le desinstala el paladins,Se le va la luz, se le desinstala el paladins
161,012,Willy Wonka,Entonces quImico cuentanos de tu experiencia en ese mall,Entonces quImico ,cuentanos de tu experiencia en ese mall
171,003,Ay Si,Ay si ay si Cuidado con los menores consentidos,Ay si ay si, Cuidado con los menores consentidos
215,004,Bad Luck Brian,uriel dice manda tpa no pasa nada le mandas te mata,uriel dice manda tpa no pasa nada, le mandas te mata
226,007,Futurama Fry,"No se si la negra, es webera o quiere que clau le diga para ser su damita...",No se si la negra es webera, o quiere que clau le diga para ser su damita...
262,004,Bad Luck Brian,vuelve a comprar su primer auto para dejarlo el mejor del condado lo destruye,vuelve a comprar su primer auto para dejarlo el mejor del condado, lo destruye
285,004,Bad Luck Brian,me dijeron que era la mecanica y mira lo que dije la meca jejejejejejej,me dijeron que era la mecanica y mira, lo que dije la meca jejejejejejej
312,011,Problems,cuando por fin aprendes hacer reacciones QUÍMICAS pero tu reaccionas y te das cuenta que el semestre acabo,cuando por fin aprendes hacer reacciones QUÍMICAS pero tu reaccionas, y te das cuenta que el semestre acabo
335,006,Filosoraptor,"¿ algo IRONICO ? VER A LOS DE SESPA tirar basura al piso, solo por que es halloween.",,¿ algo IRONICO ? VER A LOS DE SESPA tirar basura al piso solo por que es halloween.
363,011,Problems,"vautrin kocher, jean gosset, nissen, demeester... Por que no se llaman juan perez y pablo gonzalez?",vautrin kocher jean gosset nissen demeester... Por que no se llaman juan perez, y pablo gonzalez?
370,004,Bad Luck Brian,Manana es feriado E INDUAMERICA lo sabe,Manana es feriado E INDUAMERICA, lo sabe
375,011,Problems,"recordar las tecnicas de vautrin kocher, jean gosset, demeester, nissen, etc ¿por que no se llamaban juan perez y pedro gonzalez?",recordar las tecnicas de vautrin kocher jean gosset demeester nissen etc ¿por que no se llamaban juan perez, y pedro gonzalez?
396,003,Ay Si,Huuuuuy si Que atrooo atro,Huuuuuy si, Que atrooo atro
478,004,Bad Luck Brian,ay un perro y lo empieza a violar,ay un perro y, lo empieza a violar
538,010,Prepare Yourself,preparense fotos con disfraces de halloween are coming,preparense, fotos con disfraces de halloween are coming
544,004,Bad Luck Brian,quiere ser un paIs desarrollado se la pasa de pelea en pelea durante todo el siglo xx,quiere ser un paIs desarrollado, se la pasa de pelea en pelea durante todo el siglo xx
550,003,Ay Si,"ay si, vamos a perder sebastian refsial",ay si, vamos a perder sebastian refsial
577,006,Filosoraptor,si para Halloween me disfrazo de guitarrista criollo... ¿Celebro Halloween o la cancion criolla?,si para Halloween me disfrazo de guitarrista criollo... ,¿Celebro Halloween o la cancion criolla?
586,003,Ay Si,ay si ahora sere un rey cruel,ay si, ahora sere un rey cruel
594,003,Ay Si,ay si ahora resulta que tienes a alguien mejor,ay si, ahora resulta que tienes a alguien mejor
705,004,Bad Luck Brian,Andy hace una fiesta en su casa no lo invitan,Andy hace una fiesta en su casa no, lo invitan
743,003,Ay Si,"Uy si, uy si Le ganamos a boca y salvamos el ano",Uy si uy si, Le ganamos a boca y salvamos el ano
753,012,Willy Wonka,con que corriges la ortografia del resto dime que se siente ser un profesor frustrado,con que corriges la ortografia del resto ,dime que se siente ser un profesor frustrado
835,003,Ay Si,uy si uysi ahora todo esta conectado con todo,uy si, uysi ahora todo esta conectado con todo
841,003,Ay Si,ay si este mmgv negro me soborna con un pan y le doy culo por un pan al negro,ay si, este mmgv negro me soborna con un pan y le doy culo por un pan al negro
877,004,Bad Luck Brian,barnie conoce a migue deja el alcohol y se pasa al coco,barnie conoce a migue deja el alcohol y, se pasa al coco
882,011,Problems,cuando todos estan conectados y nadie te habla... jajajaj,cuando todos estan conectados, y nadie te habla... jajajaj
884,011,Problems,cuando todos estan conectados y nadie te habla..XD,cuando todos estan conectados, y nadie te habla..XD
898,004,Bad Luck Brian,Dice ser un equipo grande lo elimina petrolera,Dice ser un equipo grande, lo elimina petrolera
925,004,Bad Luck Brian,en el cali no existe crisis lo elimina alianza,en el cali no existe crisis, lo elimina alianza
939,003,Ay Si,Ay si ay si Solo hablo con hinchas de Lanus,Ay si ay si, Solo hablo con hinchas de Lanus
951,003,Ay Si,uy si uy si porque tu tienes la potestad para eso,uy si uy si, porque tu tienes la potestad para eso
952,003,Ay Si,uy si uy si porque tu debes de poner lo que esta en la ppt,uy si uy si, porque tu debes de poner lo que esta en la ppt
1003,003,Ay Si,ay si ya van a comenzar con su noviembre sin ti..!!,ay si, ya van a comenzar con su noviembre sin ti..!!
1029,003,Ay Si,Ay si ay si Comiendo comida Peruana,Ay si ay si, Comiendo comida Peruana
1081,004,Bad Luck Brian,Hacen un club de fans en su honor No lo incluyen,Hacen un club de fans en su honor No, lo incluyen
1083,003,Ay Si,ay si ay si 500hs de uptime,ay si ay si, 500hs de uptime
1086,012,Willy Wonka,Cuando tienes mas de 300 contactos en facebook... dime que se siente no tener vida social,Cuando tienes mas de 300 contactos en facebook... ,dime que se siente no tener vida social
1095,003,Ay Si,ay si ay si habemus 7juego ya no se si soy dodger o astro,ay si ay si, habemus 7juego ya no se si soy dodger o astro
1097,007,Futurama Fry,no se si soy feo o solo tengo miedo de que facebook me bloquee por ser contenido ofensivo,no se si soy feo, o solo tengo miedo de que facebook me bloquee por ser contenido ofensivo
1101,003,Ay Si,ay si antes windows ahora aplle,ay si, antes windows ahora aplle
1104,003,Ay Si,Ay si ay si La conociste hace 5 anos y ya te crees dueno de su vida,Ay si ay si, La conociste hace 5 anos y ya te crees dueno de su vida
1132,013,Yao Wonka,AsI que hiciste primero tu cierre de campana dime que se siente ser fsln y sentirte derrotado,AsI que hiciste primero tu cierre de campana ,dime que se siente ser fsln y sentirte derrotado
1223,004,Bad Luck Brian,pide un asenso lo despiden,pide un asenso, lo despiden
